0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.048281288146972656e+01,4.773679673671722412e-01,1.139173209667205811e-01,4.246712327003479004e-01,8.091529846191406250e+01
1.000000000000000000e+02,1.047864532470703125e+01,2.055758714675903320e+00,9.829397201538085938e+00,2.550297260284423828e+00,2.747912597656250000e+01
2.000000000000000000e+02,5.356798171997070312e+00,2.720126152038574219e+00,5.313182830810546875e+00,2.788166284561157227e+00,1.060571670532226562e+01
3.000000000000000000e+02,1.564767837524414062e+00,1.595781207084655762e+00,5.328446030616760254e-01,1.537924766540527344e+00,2.592520713806152344e+00
4.000000000000000000e+02,8.827761411666870117e-01,9.353184700012207031e-01,9.219421446323394775e-02,9.081028103828430176e-01,1.595489025115966797e+00
5.000000000000000000e+02,6.442905664443969727e-01,7.050308585166931152e-01,6.361065804958343506e-02,6.836834549903869629e-01,1.124837398529052734e+00
6.000000000000000000e+02,5.209773778915405273e-01,5.785256624221801758e-01,5.995714291930198669e-02,5.635575056076049805e-01,8.818691372871398926e-01
7.000000000000000000e+02,4.448416233062744141e-01,5.009763240814208984e-01,5.327145382761955261e-02,4.901074767112731934e-01,7.350112795829772949e-01
8.000000000000000000e+02,3.911264538764953613e-01,4.468895196914672852e-01,4.527474567294120789e-02,4.389287233352661133e-01,6.334128975868225098e-01
9.000000000000000000e+02,3.496898710727691650e-01,4.056283533573150635e-01,3.711375594139099121e-02,3.998098373413085938e-01,5.562075376510620117e-01
1.000000000000000000e+03,3.162520527839660645e-01,3.726871013641357422e-01,2.942625992000102997e-02,3.683976829051971436e-01,4.944972097873687744e-01
1.100000000000000000e+03,2.886711955070495605e-01,3.457351326942443848e-01,2.261654660105705261e-02,3.425346314907073975e-01,4.437984526157379150e-01
1.200000000000000000e+03,2.654905617237091064e-01,3.231992721557617188e-01,1.689559593796730042e-02,3.207514584064483643e-01,4.011158645153045654e-01
1.300000000000000000e+03,2.452286481857299805e-01,3.036963939666748047e-01,1.231512520462274551e-02,3.014764487743377686e-01,3.634265959262847900e-01
1.400000000000000000e+03,2.258931100368499756e-01,2.854090631008148193e-01,9.107529185712337494e-03,2.824066877365112305e-01,3.266491591930389404e-01
1.500000000000000000e+03,2.108919322490692139e-01,2.700703144073486328e-01,9.031718596816062927e-03,2.671220600605010986e-01,2.973436415195465088e-01
1.600000000000000000e+03,2.025614380836486816e-01,2.603888809680938721e-01,1.130493450909852982e-02,2.584227025508880615e-01,2.801291942596435547e-01
1.700000000000000000e+03,1.974861323833465576e-01,2.541635632514953613e-01,1.415921654552221298e-02,2.528350055217742920e-01,2.687868177890777588e-01
1.800000000000000000e+03,2.557140588760375977e-01,2.488617897033691406e-01,1.695141941308975220e-02,2.480397671461105347e-01,5.090032815933227539e-01
1.900000000000000000e+03,1.933621764183044434e-01,2.485342025756835938e-01,1.947563141584396362e-02,2.476492971181869507e-01,2.577895224094390869e-01
2.000000000000000000e+03,1.916329562664031982e-01,2.462282180786132812e-01,2.151966094970703125e-02,2.454561442136764526e-01,2.533277571201324463e-01
2.100000000000000000e+03,1.897452473640441895e-01,2.439789474010467529e-01,2.314839139580726624e-02,2.431808114051818848e-01,2.486728280782699585e-01
2.200000000000000000e+03,1.872194558382034302e-01,2.413155585527420044e-01,2.413360215723514557e-02,2.404006272554397583e-01,2.430280596017837524e-01
2.300000000000000000e+03,1.836283504962921143e-01,2.376495599746704102e-01,2.422560378909111023e-02,2.367542684078216553e-01,2.358840107917785645e-01
2.400000000000000000e+03,1.795300841331481934e-01,2.332220375537872314e-01,2.405666187405586243e-02,2.326891720294952393e-01,2.281524240970611572e-01
2.500000000000000000e+03,1.757929772138595581e-01,2.288726866245269775e-01,2.462028339505195618e-02,2.288600057363510132e-01,2.208189517259597778e-01
