X,Y,u (1) @ t=0,u (1) @ t=0.05,u (1) @ t=0.1,u (1) @ t=0.15,u (1) @ t=0.2,u (1) @ t=0.25,u (1) @ t=0.3,u (1) @ t=0.35,u (1) @ t=0.4,u (1) @ t=0.45,u (1) @ t=0.5,u (1) @ t=0.55,u (1) @ t=0.6,u (1) @ t=0.65,u (1) @ t=0.7,u (1) @ t=0.75,u (1) @ t=0.8,u (1) @ t=0.85,u (1) @ t=0.9,u (1) @ t=0.95,u (1) @ t=1,u (1) @ t=1.05,u (1) @ t=1.1,u (1) @ t=1.15,u (1) @ t=1.2,u (1) @ t=1.25,u (1) @ t=1.3,u (1) @ t=1.35,u (1) @ t=1.4,u (1) @ t=1.45,u (1) @ t=1.5,u (1) @ t=1.55,u (1) @ t=1.6,u (1) @ t=1.65,u (1) @ t=1.7,u (1) @ t=1.75,u (1) @ t=1.8,u (1) @ t=1.85,u (1) @ t=1.9,u (1) @ t=1.95,u (1) @ t=2
0.906249999999998,1.0,-0.461940928857001,-0.4766796969301656,-0.4915196037732844,-0.5062417415372579,-0.5206692742906309,-0.5347869354182396,-0.5483451408562048,-0.5615101493119454,-0.5746751577676861,-0.5867934940772902,-0.5989118303868943,-0.6105363072137334,-0.6215322356079627,-0.6325281640021918,-0.6430202284985793,-0.6531306666917917,-0.6629082138319903,-0.6723528699191751,-0.6812868717925132,-0.6897859211259363,-0.6978692910490277,-0.7055369815617875,-0.7128277175320771,-0.7197250077065563,-0.7262246535246633,-0.7323266549863979,-0.7381233988600818,-0.743575541600189,-0.7486730666085148,-0.7534159738850592,-0.7578735578287583,-0.7620363960676381,-0.7659087244301183,-0.7695014456126925,-0.7728618830113638,-0.7759959869832789,-0.7789168865496623,-0.7816412147955949,-0.7841631293090211,-0.7865023193021778,-0.7886740439778263
0.7499999999999996,0.3124999999999999,-0.3535544072716257,-0.3662496843898882,-0.3789096090698036,-0.3915030444612975,-0.4039662844078815,-0.4162855753494728,-0.4283230926757652,-0.4401607598356822,-0.4519984269955993,-0.4632597441089874,-0.4745210612223755,-0.4854897202086923,-0.4960859052151002,-0.5066820902215081,-0.5169531385402701,-0.5269779284692876,-0.5367879082188352,-0.5463830777889125,-0.5556167575106686,-0.5645514119375673,-0.5732029441186531,-0.5815713540539261,-0.5896261294043509,-0.5973802640609547,-0.604837066179721,-0.6119965357606497,-0.618874206079769,-0.6254634621838374,-0.631762619950901,-0.6377716793809599,-0.6435172724093862,-0.6489957777333714,-0.6542088233100155,-0.6591605993756557,-0.6638803005095324,-0.6683687169586126,-0.6726315674248512,-0.6766769762975029,-0.6805117997517992,-0.6841443346236054,-0.6875826277787811
0.0625,0.6249999999999992,0.8535537438167435,0.8583448131306018,0.8630625182308516,0.8676380637880272,0.8720913642426846,0.8764183355822402,0.8804989319328537,0.8844048543331908,0.8883107767335281,0.8917746937919236,0.8952386108503191,0.8985098914364593,0.9015359983306384,0.9045621052248174,0.9074107730725612,0.9101250486615622,0.9127220944365864,0.915201910397634,0.9175276225582062,0.9197149339609886,0.9217678424934892,0.9236863481557076,0.9255052821357912,0.927209811330889,0.9287961593342384,0.9302643261458392,0.931661864809748,0.932968524532613,0.9341791496006407,0.935293740013832,0.9363402363315948,0.9373148393097204,0.9382192568988852,0.939057885232743,0.9398400268952212,0.9405694108607175,0.9412507331844052,0.9418891619748592,0.9424816584647268,0.9430345067003628,0.943552373120383
0.0624999999999999,0.5312499999999993,0.5448962805723623,0.5595887649081019,0.5738536324162012,0.5876623698209058,0.6009374168480697,0.6137684984265686,0.6259066617173814,0.6375668330193701,0.6492270043213588,0.6597667390118657,0.6703064737023725,0.6803670126860516,0.6898176662246769,0.6992683197633021,0.7082679910800976,0.7169260886527692,0.7252862328547818,0.7333484236861348,0.7409955692793339,0.7482775340175929,0.7552070130325962,0.761784006324344,0.7680811572501963,0.7740675301330061,0.7797352489604813,0.7850843137326219,0.79021238095315,0.7950778629232005,0.7996701716984425,0.8039893072788763,0.8080963300963412,0.8119829374003904,0.8156528616934561,0.8191157101496576,0.822402421659703,0.8255197027972073,0.8284784647015854,0.8312916708533141,0.833950638554554,0.8364712746455201,0.8388652194189752
0.3749999999999996,1.0,-0.5000011845627885,-0.5148413158189805,-0.5295489738103493,-0.543987845641688,-0.5579934075624434,-0.5716026393332033,-0.5845615424095211,-0.5970687876565316,-0.609576032903542,-0.620969562921495,-0.6323630929394479,-0.6432591773577828,-0.6535221491947856,-0.6637851210317883,-0.6735614883403758,-0.6829693015848939,-0.6920556266367487,-0.70082046349594,-0.709113870424314,-0.7169997011501532,-0.7244942123969309,-0.731597404164647,-0.7383673105420498,-0.7447792173102721,-0.7508268323978439,-0.7565101558047651,-0.7619262259403295,-0.7670337183254676,-0.7718221120298124,-0.776291407053364,-0.7805077575246486,-0.7844621680729552,-0.7881586825682363,-0.7916077096206563,-0.7948494122131091,-0.797890153076554,-0.8007421596466242,-0.8034205220503196,-0.8059175203399062,-0.8082513462640476,-0.8104356956153632
0.0624999999999999,0.937499999999998,2.99449159881394e-08,5.878704403798951e-06,4.02866367091016e-06,6.053428009691246e-05,0.00014821710566411065,0.0002948091250451929,0.0006079633570776068,0.001043171557119,0.0014783797571604,0.0022760916005618,0.0030738034439631,0.0040498298640209,0.005252802108914,0.0064557743538071,0.0078412602523748,0.0093649819150628,0.0110092860656437,0.0127741727041174,0.014719931331571,0.016820887246163,0.0190705038440124,0.0214687811251194,0.024015385607362,0.0267104593064128,0.029554038378493,0.0325461228236024,0.0356601175593347,0.0389073482858353,0.042290698449073,0.0458101680490479,0.0494429493966641,0.053192143789196,0.0570563570380921,0.0610320006092754,0.0651068014105155,0.0692783517988117,0.073542532370366,0.0778943881732784,0.0823303410616695,0.0868452488711279,0.0914342408111602
0.8124999999999988,0.6249999999999998,0.1464470894433779,0.1525466037889433,0.158864177266661,0.16538248620678,0.1721301904859725,0.1790407558826007,0.1861574302313168,0.1934116735554244,0.2006659168795319,0.2081434757663085,0.2156210346530851,0.2231538807950006,0.2307570925343658,0.2383603042737309,0.2459679140181849,0.2535788548098336,0.2611927012602356,0.2688094533693909,0.2763604045485565,0.2838748139746823,0.2913601308345507,0.2988163551281617,0.3061376920197747,0.3133691949733432,0.3205223342933385,0.3275971099797605,0.3344977706604626,0.3412650927208263,0.3479094575503053,0.3544308651489,0.3607836610483338,0.3669740531584671,0.372999250712698,0.3788520704924861,0.3845271853597183,0.390017159713548,0.3953149237939301,0.4004135864157621,0.4053268618093464,0.4100450569485719,0.4145625402162886
0.1874999999999999,0.2187499999999998,0.5448962988170382,0.5595943337245992,0.5738573006043265,0.5876998596489943,0.6010270084239069,0.6139407197713714,0.6262370483582569,0.6381101654795435,0.6499832826008299,0.6608723384330975,0.6717613942653649,0.6822227889567686,0.6921398876507094,0.7020569863446502,0.7115566508451364,0.7207401508640051,0.7296478619072827,0.7382797839749692,0.7465049425268169,0.7543791139784377,0.7619164986246204,0.7691170964653647,0.7760192089435933,0.7826065251244104,0.7888748923550996,0.7948243106356608,0.8005225772050059,0.8059408201391126,0.8110716888431508,0.8159151833171208,0.8205200848994675,0.8248797605011782,0.8289971920281921,0.8328800546770011,0.8365604329939607,0.8400426830909377,0.8433359722593043,0.8464518162329875,0.8493866460094508,0.8521540284840468,0.8547645572908444
0.5312499999999999,0.125,0.6913427368036528,0.7037019873525691,0.7155562584732256,0.7269278162602667,0.7377572329452156,0.7481785599081173,0.7580285268989603,0.7674906428497503,0.7769527588005405,0.7855725895676043,0.7941924203346682,0.8024655816134503,0.8102975271798736,0.8181294727462969,0.8256364523204269,0.8328973027894002,0.8399434558533172,0.8467749115121778,0.8533030175698649,0.8595655271784508,0.8655720520328201,0.8713225921329725,0.8768572928156128,0.8821590579108998,0.8872235348506587,0.8920507236348898,0.8966947790169654,0.9011326388198716,0.9053584315707206,0.9093721572695124,0.9132087739002436,0.9168635280177037,0.9203385565337416,0.923639359695064,0.926786534610773,0.929783528717314,0.932636765102486,0.9353541193349733,0.9379321178555656,0.9403801794414356,0.9427054859117108
0.6562499999999994,0.2812499999999999,0.2705988826651501,0.281089163333393,0.2917551591615145,0.3025625029544564,0.3134995462987913,0.3244989094109335,0.335517997419698,0.3465432567935517,0.3575685161674054,0.3684598803790755,0.3793512445907457,0.3901239284872896,0.4007455647100366,0.4113672009327835,0.421808268013459,0.4321125721022802,0.4422975783963925,0.452363286895796,0.4621737989166719,0.4717869878552962,0.4812175878834242,0.490465599001056,0.4994370929875053,0.5081720698264698,0.516680713240833,0.5249630232305948,0.5329683890476262,0.5407183636297481,0.5482184342078491,0.5554686007819295,0.5624606160761608,0.5691956015217384,0.5756730529791376,0.581891672832005,0.5878696345301668,0.593602992860478,0.599091640434032,0.6043373431883583,0.6093563650028135,0.6141485004434629,0.6187164016781083
0.2812499999999999,0.4999999999999995,-0.1913423346781217,-0.1990975258920213,-0.2069052553278693,-0.2147406620216863,-0.2225709645364501,-0.2303658467272189,-0.2380508531211609,-0.2456548295327516,-0.2532588059443424,-0.2605851844719705,-0.2679115629995985,-0.2750826244317299,-0.282056009560502,-0.289029394689274,-0.2958198945321799,-0.3024718771369008,-0.3090030317250611,-0.3154133582966608,-0.3216077372979484,-0.3276266760500633,-0.3334804874405395,-0.3391691714693772,-0.3446515243758308,-0.3499450930669541,-0.35505434486554,-0.3599792797715888,-0.3647143196461914,-0.3692618399784584,-0.3736224455517067,-0.3777961363659364,-0.3817932975116737,-0.3856125168663311,-0.3892544292497825,-0.392720668639547,-0.396028472040118,-0.3991773517925427,-0.4021698956562637,-0.4050101925700972,-0.407707328630343,-0.4102647132825632,-0.4126867409318454
0.3124999999999999,0.2499999999999999,-0.3535544072624579,-0.3662496825260826,-0.3789096086750972,-0.3915030443292106,-0.4039662843141431,-0.4162855752845623,-0.428323091851645,-0.4401607576346047,-0.4519984234175644,-0.4632597314256024,-0.4745210394336405,-0.4854896767697433,-0.4960858241597469,-0.5066819715497504,-0.5169529462974176,-0.526977635423273,-0.536787490615238,-0.546382511873313,-0.5556159271650303,-0.5645502403775401,-0.5732013645739747,-0.5815692997543344,-0.589623309936657,-0.5973764842518602,-0.6048321551033532,-0.6119903224911362,-0.618866072732119,-0.6254529812136983,-0.6317494122733474,-0.6377553659110664,-0.6434970623746166,-0.6489709363408052,-0.6541785906010895,-0.6591241506173784,-0.6638362141549515,-0.6683155790309306,-0.672567866650327,-0.6766010529175135,-0.6804215760063471,-0.6840376209155737,-0.6874570695511659
1.0,0.125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.4687499999999999,0.5937499999999996,0.2705988826633884,0.2810891629665424,0.2917551591334019,0.302562502918332,0.3134995462878486,0.3244989094085352,0.3355179974081903,0.3465432567615535,0.3575685161149167,0.368459880209416,0.3793512443039153,0.3901239279389854,0.4007455637166003,0.4113671994942152,0.4218082657626945,0.432112568761305,0.442297573722696,0.4523632806468673,0.462173789998417,0.4717869755362736,0.4812175715245215,0.4904655779631605,0.4994370647639558,0.5081720327059134,0.5166806657143972,0.5249629637894069,0.532968312802701,0.5407182671315447,0.5482183143732996,0.5554684545279658,0.5624604374648646,0.5691953850033825,0.5756727928294834,0.5818913628776353,0.587869264893084,0.5936025536561619,0.5990911211297876,0.6043367322901111,0.6093556486585623,0.6141476640297229,0.6187154295246474
0.0937499999999999,0.656249999999999,0.9238794835075644,0.923587402158843,0.9237814829225336,0.924369928564803,0.9253396635036124,0.9265349565427085,0.9279570408796646,0.9295235613846244,0.9310900818895844,0.9328262244880005,0.9345623670864164,0.9363214507839808,0.9381097322440974,0.939898013704214,0.941671912246408,0.9434349171726488,0.9451884196425452,0.9469324196560972,0.9486251804447822,0.9502844759007096,0.9519148311355188,0.9535162461492096,0.9550491933130268,0.9565305057416004,0.9579644690310436,0.9593510831813564,0.9606739731627696,0.9619401123951884,0.9631512762637334,0.9643074647684046,0.9654086460117984,0.9664548243311946,0.9674459977767688,0.968382161329822,0.9692708225739264,0.9701109549571258,0.9709030126911165,0.9716481727809084,0.9723516986017988,0.9730142115107008,0.9736371383042912
0.03125,0.0625,0.5448964570567931,0.5587921142140536,0.5730726416991839,0.5867715684293116,0.599057763920141,0.6105501230235209,0.6211625796971749,0.6312024899074993,0.6412424001178236,0.6501605949171957,0.6590787897165677,0.6675324234251491,0.6753947975636331,0.6832571717021171,0.6906774356574825,0.6977628455470926,0.7045561636138178,0.7110573898576581,0.7171371820010141,0.7228506213491375,0.7282117312264627,0.7332205116329897,0.7379332719594585,0.7423260324616007,0.7463926880601671,0.7501332387551577,0.753650935646772,0.7569018085384643,0.7598746629182536,0.7625694987861394,0.7650570887391136,0.7673278094058108,0.769385986973951,0.7712427567179123,0.7729367357935809,0.7744753226002904,0.7758713323250319,0.7771402242080125,0.7782765443847233,0.7792985957747278,0.7802205592418473
0.4999999999999996,0.5624999999999996,0.3535544072726882,0.3662496845721386,0.3789096091178986,0.3915030444680018,0.4039662844158895,0.4162855753563322,0.4283230927125533,0.440160759927184,0.4519984271418147,0.4632597445380909,0.4745210619343671,0.4854897215076203,0.4960859074879354,0.5066820934682504,0.516953143481669,0.5269779356512382,0.5367879181175195,0.5463830908805127,0.5556167758285749,0.564551436852022,0.5732029768310657,0.581571395765706,0.5896261846960729,0.5973803360741528,0.6048371576895588,0.611996649542291,0.6188743513602306,0.6254636454425697,0.6317628469678428,0.6377719559360499,0.643517610226403,0.6489961877278743,0.6542093167608991,0.6591611884970109,0.6638810070110112,0.6683695623210595,0.672632574587586,0.6766781704819184,0.6805132143586661,0.6841460045338768,0.6875845905159745
0.2187499999999999,0.9374999999999984,-0.1622122044942855,-0.1688984461397587,-0.1757030994847761,-0.1826158487702399,-0.1896341041894523,-0.1967151629579289,-0.2038672255231185,-0.2110656776450191,-0.2182641297669198,-0.2255241348850024,-0.232784140003085,-0.2400516718906091,-0.2473287833028769,-0.2546058947151446,-0.261864888159467,-0.2691101590625284,-0.2763434598493468,-0.2835647905199221,-0.2907338172057487,-0.2978677163642417,-0.3049708610042441,-0.3120432511257562,-0.3190352443402508,-0.3259679812029017,-0.3328468439547899,-0.3396718325959154,-0.3464014752660633,-0.3530534330443042,-0.3596322023208477,-0.3661377830956938,-0.3725513315869586,-0.3788754100958531,-0.385108866739569,-0.3912487366603715,-0.397294134976939,-0.4032418140047604,-0.4090889360309109,-0.4148328634586162,-0.4204795196369273,-0.4260251028862977,-0.4314674989234989
