X,Y,T,U
0.8437499999999984,0.8749999999999997,0.0,-0.961946102687546
0.84375,0.0,0.0,-0.4619506728419196
0.2499999999999998,0.9687499999999984,0.0,-0.1913450928886375
0.2499999999999999,0.2499999999999999,0.0,-2.5450154725715074e-05
0.6562499999999991,0.7812499999999996,0.0,0.2705844749502935
0.2499999999999998,0.6562499999999991,0.0,0.4619433338796993
0.09375,0.2187499999999999,0.0,0.6532666952242868
0.125,0.4999999999999994,0.0,0.4999856965446023
0.3749999999999998,0.6874999999999992,0.0,-0.1464525110766505
0.7187499999999989,0.8749999999999994,0.0,-0.3086645609959464
0.46875,0.1562499999999999,0.0,0.270593476729576
0.5624999999999998,0.3124999999999999,0.0,-7.021853557841892e-09
0.5312499999999996,0.6874999999999994,0.0,0.5448825274815666
0.9687499999999998,0.125,0.0,0.3086500627248886
0.03125,0.2812499999999998,0.0,-9.018231493605347e-09
0.0,0.937499999999998,0.0,-0.3535586387739238
0.1249999999999999,0.8437499999999984,0.0,0.038058252236557
0.7499999999999988,0.8749999999999996,0.0,-0.5000111440775774
0.9687499999999992,0.40625,0.0,-0.6532704249752038
0.40625,0.03125,0.0,-0.2706099215138849
0.6562499999999993,0.4999999999999998,0.0,0.4619349518692908
0.3124999999999998,0.7499999999999992,0.0,-0.3535803662164311
0.125,0.4374999999999996,0.0,0.14643978559294
0.687499999999999,0.8124999999999996,0.0,-1.2718142432607086e-05
0.6562499999999999,0.125,0.0,0.96194610792678
0.5,0.09375,0.0,0.4619198289029963
0.3749999999999996,0.843749999999999,0.0,-0.9619385973010316
0.40625,0.0,0.0,-0.4619514067826173
0.9687499999999996,0.25,0.0,-0.1913375880024744
0.0312499999999999,0.6562499999999989,0.0,0.6532667022126737
0.8124999999999991,0.5624999999999999,0.0,-7.024998160628444e-09
0.5937499999999994,0.6562499999999996,0.0,0.923867625328909
0.9687499999999992,0.34375,0.0,-0.6532614305542515
0.9062499999999988,0.6562499999999999,0.0,4.6182130024884575e-09
0.03125,0.3124999999999998,0.0,-0.1622054066977278
0.09375,0.5624999999999993,0.0,0.815472839035221
0.3124999999999999,0.2812499999999999,0.0,-0.5449223723247926
0.1249999999999999,0.2812499999999998,0.0,0.3086464484563173
1.0,0.78125,0.0,-0.1913353566640919
0.8124999999999989,0.6874999999999998,0.0,-1.2729108142695876e-05
0.2187499999999999,0.4062499999999996,0.0,-0.2706009193322357
0.5,0.0,0.0,-2.544821157378847e-05
0.25,0.2812499999999999,0.0,-0.1913685986172557
1.0,0.28125,0.0,-0.1913353566641013
0.125,0.1874999999999999,0.0,0.8535443394504981
0.9062499999999982,0.9062499999999998,0.0,-0.9238713485252872
0.6249999999999991,0.937499999999999,0.0,0.1464397855929368
0.375,0.0625,0.0,-0.1464525112779623
0.6874999999999993,0.5624999999999998,0.0,0.7071172776871844
0.3124999999999999,0.6249999999999993,0.0,0.146448780597639
0.40625,0.2812499999999999,0.0,-0.6532794262570176
0.6875,0.03125,0.0,0.5449006447407903
0.8749999999999991,0.4687499999999999,0.0,-0.6913504026427716
0.2187499999999999,0.5937499999999993,0.0,0.6532974204350257
0.8749999999999987,0.6874999999999999,0.0,-0.1464525110766536
0.4375,0.0,0.0,-0.3535676348067484
0.4062499999999996,0.7187499999999992,0.0,-0.2706009257821042
0.25,0.1249999999999999,0.0,0.500011149316901
0.1249999999999999,0.8749999999999983,0.0,2.616264926044488e-09
0.8437499999999986,0.8437499999999998,0.0,-0.923889345141528
0.9374999999999984,0.7812499999999999,0.0,-0.5448861359915503
0.2499999999999998,0.9374999999999986,0.0,-0.3535586401924626
0.5624999999999996,0.5624999999999997,0.0,0.7070791044883624
0.8124999999999992,0.4999999999999999,0.0,-0.3535623758929425
0.28125,0.1562499999999999,0.0,0.2705971950881495
0.15625,0.0937499999999999,0.0,0.9238856218363166
0.906249999999998,0.9374999999999998,0.0,-0.8154924498667246
0.7812499999999992,0.5312499999999999,0.0,-9.022882333228346e-09
0.7812499999999991,0.5937499999999998,0.0,0.2706061912539779
0.28125,0.0625,0.0,0.1622169210172439
0.2499999999999999,0.8124999999999987,0.0,-0.3535766302702545
0.0937499999999999,0.7499999999999987,0.0,0.4619259509478015
0.7187499999999992,0.5624999999999998,0.0,0.5449081502050876
0.8124999999999983,0.9687499999999992,0.0,-0.5449057521425693
0.03125,0.03125,0.0,0.3826515070532922
1.0,0.96875,0.0,-0.1913588605973804
0.4375,0.2499999999999999,0.0,-0.3535496444830234
0.3749999999999999,0.1562499999999999,0.0,-0.0380619757114918
0.25,0.0625,0.0,0.3535639052338587
0.4062499999999998,0.4687499999999998,0.0,-0.6532884221186784
0.15625,0.4374999999999995,0.0,0.1083841725608769
0.09375,0.8124999999999984,0.0,0.1083820554020707
0.2812499999999998,0.9062499999999988,0.0,-0.653292148776302
0.7499999999999989,0.6874999999999998,0.0,0.3535459132900614
0.3124999999999998,0.8124999999999989,0.0,-0.7071300028546187
1.0,0.8125,0.0,-0.3535406500701389
0.7812499999999992,0.4687499999999999,0.0,-0.3826912317660068
0.7187499999999991,0.7499999999999996,0.0,0.1913211330893399
0.1874999999999999,0.3437499999999998,0.0,-0.108393283257066
0.8125,0.0,0.0,-0.3535623758929698
0.0,0.5624999999999992,0.0,0.3535279241391316
0.5312499999999998,0.3749999999999998,0.0,-0.3086500574859518
0.0312499999999999,0.7812499999999984,0.0,-9.018223638489098e-09
0.8749999999999982,0.9687499999999998,0.0,-0.691350402642772
0.34375,0.1562499999999999,0.0,-3.7284253071385777e-06
0.906249999999998,0.9687499999999998,0.0,-0.6532884221186821
0.6874999999999989,0.9062499999999992,0.0,-0.1083863988817795
0.6875000000000001,0.09375,0.0,0.8155068448194501
0.9687499999999982,0.8125,0.0,-0.5448786319246842
0.5312499999999993,0.9687499999999988,0.0,-2.1723884253890435e-05
0.0,0.2499999999999998,0.0,-7.0235175924061195e-09
0.9062499999999984,0.7812499999999999,0.0,-0.6532794262570213
0.3124999999999999,0.3124999999999998,0.0,-0.7071300028546229
0.4374999999999996,0.7187499999999994,0.0,-0.1622107937177132
0.4374999999999998,0.4999999999999996,0.0,-0.3535676348067472
0.9687499999999984,0.6875,0.0,0.1622093018827614
0.2187499999999999,0.7499999999999989,0.0,0.1913211330893396
0.3749999999999998,0.7499999999999991,0.0,-0.5000111527511101
0.1562499999999999,0.4062499999999996,0.0,4.615207462274232e-09
0.6874999999999996,0.34375,0.0,-0.1083932832570644
0.4062499999999998,0.5312499999999996,0.0,-0.2706099215138884
0.5624999999999992,1.0,0.0,0.3535241889634191
0.15625,0.2187499999999999,0.0,0.6532704273912056
0.25,0.1562499999999999,0.0,0.4619433338796964
0.7499999999999987,0.9062499999999992,0.0,-0.4619470581848123
0.8437499999999991,0.4374999999999998,0.0,-0.8155014523900604
0.2812499999999998,0.8749999999999987,0.0,-0.6913557902831494
1.0,0.375,0.0,-0.4999857019179999
0.4999999999999996,0.5624999999999996,0.0,0.353527924139123
0.8437499999999994,0.3437499999999999,0.0,-0.9238893451415312
0.5312499999999996,0.5937499999999996,0.0,0.6532577065727736
0.7187499999999991,0.6874999999999997,0.0,0.5448915281514265
0.5937499999999996,0.5312499999999998,0.0,0.653257698857713
0.1874999999999999,0.5312499999999994,0.0,0.5449006447407873
0.8749999999999982,0.9374999999999998,0.0,-0.8535570649341555
0.15625,0.0625,0.0,0.8154956103844012
0.7812499999999987,0.8437499999999996,0.0,-0.6533011434600876
0.7187499999999987,1.0,0.0,0.1913446392669938
0.7812499999999996,0.375,0.0,-0.6913557902831479
0.5937499999999999,0.1874999999999999,0.0,0.8154797249259171
0.5937499999999996,0.4999999999999998,0.0,0.4619162139676565
0.8124999999999998,0.125,0.0,0.1464487805976396
0.5312499999999996,0.6249999999999996,0.0,0.6913232880511354
0.8437499999999986,0.6874999999999998,0.0,-0.1083968985874773
0.15625,0.1249999999999999,0.0,0.9619461079267796
0.9062499999999988,0.5624999999999998,0.0,-0.1083947810570035
0.2187499999999998,0.6874999999999989,0.0,0.5448915281514249
0.0312499999999999,0.937499999999998,0.0,-0.1622220260559594
0.25,0.0937499999999999,0.0,0.4619530712043365
0.7812499999999999,0.09375,0.0,0.2706061912539736
0.4999999999999996,0.8749999999999991,0.0,-0.4999857019180105
0.0,0.906249999999998,0.0,-0.4619332881854374
0.1249999999999999,0.3749999999999997,0.0,2.616264926115245e-09
0.0937499999999999,1.0,0.0,0.4619162139676595
0.1874999999999999,0.6249999999999993,0.0,0.8535660654933992
0.96875,0.0625,0.0,0.162192680800741
0.1562499999999999,0.6249999999999991,0.0,0.9619461079267796
0.5624999999999992,0.968749999999999,0.0,0.1621890673063279
0.0,0.7499999999999986,0.0,-7.02351347094749e-09
0.4062499999999998,0.6562499999999993,0.0,4.618217276937603e-09
0.53125,0.2499999999999999,0.0,0.1913356374969955
0.0937499999999999,0.2499999999999999,0.0,0.4619259509477937
0.46875,0.0,0.0,-0.1913610928060503
0.6874999999999988,1.0,0.0,0.3535549093229392
0.7499999999999998,0.1874999999999999,0.0,0.3535459132900554
0.125,0.656249999999999,0.0,0.9619348745132908
0.03125,0.0,0.0,0.1913121326934518
0.6249999999999991,0.9062499999999992,0.0,0.0380582522082398
0.2812499999999999,0.4062499999999996,0.0,-0.6532921487763003
0.9374999999999992,0.46875,0.0,-0.5449027566598705
0.7812499999999997,0.1874999999999999,0.0,0.1622002985916116
0.8749999999999991,0.4999999999999999,0.0,-0.5000111537229962
0.6562499999999996,0.4374999999999996,0.0,0.1083841725608786
0.8749999999999983,0.7812499999999998,0.0,-0.6913504014013225
0.6562499999999998,0.2187499999999999,0.0,0.6532704273912061
0.9374999999999996,0.21875,0.0,-0.1622107937177175
0.3749999999999998,0.5624999999999996,0.0,-0.1464525112779645
0.3749999999999996,1.0,0.0,-0.5000111537229913
0.9687499999999984,0.84375,0.0,-0.6532614305542562
0.4062499999999999,0.3437499999999998,0.0,-0.923867622279348
0.5624999999999993,0.9062499999999992,0.0,-0.1083893927447377
0.5625,0.0625,0.0,0.707079104488366
1.0,0.5,0.0,-2.544821157378644e-05
0.2812499999999998,1.0,0.0,-0.191346590193455
0.8437499999999996,0.25,0.0,-0.4619604084475767
0.1874999999999999,0.8437499999999986,0.0,-0.108393283257063
0.4062499999999996,0.812499999999999,0.0,-0.8154855646901562
0.7187499999999994,0.25,0.0,0.1913211330893355
0.03125,0.1249999999999999,0.0,0.6913232880511384
0.3124999999999999,0.6562499999999992,0.0,0.1083826748115339
0.1562499999999999,0.5937499999999992,0.0,0.9238856218363148
0.6874999999999992,0.7812499999999993,0.0,0.1621949126011993
0.9375,0.0625,0.0,-1.2718778185348198e-05
0.0937499999999999,0.6249999999999991,0.0,0.9619273696532752
0.1874999999999999,0.4999999999999995,0.0,0.3535549093229551
0.1874999999999999,0.4374999999999996,0.0,2.6212816283541756e-09
0.2812499999999999,0.3749999999999998,0.0,-0.6913557902831498
0.0624999999999999,0.906249999999998,0.0,-0.1083893927447379
0.9687499999999996,0.21875,0.0,-2.2044212555235197e-09
0.1875,0.1249999999999999,0.0,0.8535660654933983
0.1562499999999999,0.8124999999999984,0.0,0.108377288356089
0.4062499999999997,0.7499999999999991,0.0,-0.4619416698023987
0.0937499999999999,0.7187499999999988,0.0,0.6532666952242931
0.4374999999999999,0.2812499999999999,0.0,-0.5448861359915439
0.2499999999999999,0.4999999999999995,0.0,-7.023338299092721e-09
0.8124999999999996,0.2812499999999999,0.0,-0.5449223723247908
0.34375,0.3437499999999998,0.0,-0.9238893451415316
0.2812499999999999,0.2499999999999999,0.0,-0.1913700963710944
0.0625,0.3124999999999998,0.0,-7.0218521147251375e-09
0.4374999999999998,0.5312499999999997,0.0,-0.1622274148331429
0.6562499999999991,0.8437499999999993,0.0,-3.721104827036689e-06
0.9062499999999988,0.5937499999999999,0.0,-3.721497840599919e-06
0.125,0.0937499999999999,0.0,0.9619348737977378
0.8749999999999998,0.09375,0.0,-0.0380619757398116
0.0624999999999999,0.8437499999999983,0.0,-0.1083825088552542
0.3437499999999997,0.9687499999999984,0.0,-0.6532921554251484
0.6562499999999998,0.1562499999999999,0.0,0.9238818962463202
0.5937499999999991,0.8437499999999993,0.0,-2.203497640053296e-09
0.8437499999999991,0.4999999999999999,0.0,-0.4619506728418815
0.1875,0.1874999999999999,0.0,0.7071045562913212
0.3749999999999997,0.8749999999999991,0.0,-0.9999968471985984
0.7187499999999988,0.9374999999999992,0.0,-0.1622130253860182
0.9687499999999978,1.0,0.0,-0.1913610928060324
0.4062499999999998,0.4999999999999996,0.0,-0.4619514067826155
0.2812499999999999,0.2187499999999998,0.0,-2.1726640335711902e-05
0.125,0.6249999999999991,0.0,0.9999968524377588
0.34375,0.0,0.0,-0.4619506728418856
0.6562499999999994,0.3124999999999998,0.0,0.1083772883560842
0.75,0.03125,0.0,0.1913468709836024
0.1874999999999999,0.5624999999999993,0.0,0.7071172776871797
0.34375,0.03125,0.0,-0.2706062024793723
0.0625,0.4062499999999996,0.0,-0.1083893927447341
0.5312499999999994,0.9062499999999992,0.0,-0.2705971994921314
0.968749999999998,0.9375,0.0,-0.5448952516547392
0.4999999999999998,0.4374999999999998,0.0,-0.3535586387739035
0.4999999999999995,0.9062499999999992,0.0,-0.4619332881854184
0.4062499999999996,0.9062499999999988,0.0,-0.9238713485252864
0.4999999999999998,0.3749999999999998,0.0,-0.4999857019180096
0.4374999999999998,0.6249999999999994,0.0,0.1464435209966953
0.1562499999999999,0.7187499999999989,0.0,0.653270427391212
0.4999999999999996,0.6562499999999994,0.0,0.4619295654838918
0.5624999999999993,0.8124999999999992,0.0,-7.0218523923742385e-09
0.5312499999999996,0.6562499999999994,0.0,0.6532667022126698
0.125,0.1249999999999999,0.0,0.9999968524377588
0.0625,0.4999999999999996,0.0,0.3535241889634318
0.875,0.0,0.0,-0.5000111537230412
0.3749999999999996,0.9374999999999988,0.0,-0.8535570649341607
0.7499999999999988,0.8437499999999998,0.0,-0.461956794189989
0.5937499999999997,0.3749999999999999,0.0,-0.0380597440821965
0.7499999999999994,0.4062499999999999,0.0,-0.4619470581848152
0.5937499999999998,0.2187499999999999,0.0,0.653266695224286
1.0,0.6875,0.0,0.3535459147086915
0.3124999999999999,0.4999999999999996,0.0,-0.353562375892947
0.0,0.5937499999999991,0.0,0.4619198289030049
0.6874999999999993,0.4999999999999998,0.0,0.3535549093229596
0.15625,0.1562499999999999,0.0,0.923881896246319
0.6874999999999994,0.4687499999999999,0.0,0.1622115332694142
0.1875,0.0625,0.0,0.7071172776871825
0.8749999999999993,0.375,0.0,-0.9999968471985984
0.3749999999999999,0.4687499999999996,0.0,-0.691350402642773
0.9062499999999992,0.4687499999999999,0.0,-0.6532884221186787
0.3437499999999998,0.7812499999999989,0.0,-0.6533011493821005
0.4999999999999998,0.4687499999999998,0.0,-0.1913588605973868
0.8749999999999983,0.9062499999999998,0.0,-0.961938598016481
0.6562500000000001,0.0625,0.0,0.8154956103844003
0.28125,0.0,0.0,-0.1913465901934565
0.6874999999999996,0.4062499999999999,0.0,-0.1083863988817806
0.5,0.0625,0.0,0.3535279241391272
0.7499999999999988,0.8124999999999998,0.0,-0.3535766302702521
0.5312499999999997,0.4687499999999996,0.0,-2.1723884246784523e-05
