X,Y,u (1) @ t=0,v (1) @ t=0,u (1) @ t=0.05,v (1) @ t=0.05,u (1) @ t=0.1,v (1) @ t=0.1,u (1) @ t=0.15,v (1) @ t=0.15,u (1) @ t=0.2,v (1) @ t=0.2,u (1) @ t=0.25,v (1) @ t=0.25,u (1) @ t=0.3,v (1) @ t=0.3,u (1) @ t=0.35,v (1) @ t=0.35,u (1) @ t=0.4,v (1) @ t=0.4,u (1) @ t=0.45,v (1) @ t=0.45,u (1) @ t=0.5,v (1) @ t=0.5,u (1) @ t=0.55,v (1) @ t=0.55,u (1) @ t=0.6,v (1) @ t=0.6,u (1) @ t=0.65,v (1) @ t=0.65,u (1) @ t=0.7,v (1) @ t=0.7,u (1) @ t=0.75,v (1) @ t=0.75,u (1) @ t=0.8,v (1) @ t=0.8,u (1) @ t=0.85,v (1) @ t=0.85,u (1) @ t=0.9,v (1) @ t=0.9,u (1) @ t=0.95,v (1) @ t=0.95,u (1) @ t=1,v (1) @ t=1,u (1) @ t=1.05,v (1) @ t=1.05,u (1) @ t=1.1,v (1) @ t=1.1,u (1) @ t=1.15,v (1) @ t=1.15,u (1) @ t=1.2,v (1) @ t=1.2,u (1) @ t=1.25,v (1) @ t=1.25,u (1) @ t=1.3,v (1) @ t=1.3,u (1) @ t=1.35,v (1) @ t=1.35,u (1) @ t=1.4,v (1) @ t=1.4,u (1) @ t=1.45,v (1) @ t=1.45,u (1) @ t=1.5,v (1) @ t=1.5,u (1) @ t=1.55,v (1) @ t=1.55,u (1) @ t=1.6,v (1) @ t=1.6,u (1) @ t=1.65,v (1) @ t=1.65,u (1) @ t=1.7,v (1) @ t=1.7,u (1) @ t=1.75,v (1) @ t=1.75,u (1) @ t=1.8,v (1) @ t=1.8,u (1) @ t=1.85,v (1) @ t=1.85,u (1) @ t=1.9,v (1) @ t=1.9,u (1) @ t=1.95,v (1) @ t=1.95,u (1) @ t=2,v (1) @ t=2
0.0,0.1562499999999999,0.4619685263046855,0.3086676289824102,0.5298157834139237,0.4607499249426582,0.4979339620110333,0.593396302744382,0.4462811235969773,0.6842516617644047,0.3966896930865454,0.7424103359686619,0.3539903752279791,0.7801950676397958,0.3184688470286665,0.8053643671306986,0.2890810915189786,0.8224815842406554,0.264609166204485,0.8342795965600334,0.2440101523509786,0.8424117865799331,0.2264754708275076,0.8479083597273229,0.2113465683613478,0.8514916437385596,0.1981246665325015,0.8536443293285675,0.1864489636868379,0.8546865448809794,0.1760127233459801,0.8548732281127729,0.1665881970911714,0.854382770012024,0.1579964712793334,0.8533491613480029,0.1500887826655525,0.8518797410013096,0.1427523517232477,0.8500532288405813,0.1358948951434418,0.8479323464169605,0.1294407391962996,0.8455673102402741,0.1233283187352025,0.8429980805378681,0.1175066518338452,0.8402570769190376,0.1119316807291438,0.8373717406397896,0.1065675990831352,0.8343638963266146,0.101385191269022,0.8312509735068223,0.0963593862603368,0.8280476083393755,0.0914679684939027,0.8247664521347319,0.0866916119876825,0.8214181834544996,0.0820144546433293,0.8180112697266415,0.0774224379849687,0.8145529419040025,0.0729026100886888,0.8110495689431071,0.0684432851779206,0.8075065815585966,0.0640343840328485,0.8039283620455335,0.0596664288013543,0.800318739884305,0.0553306008883494,0.7966809793274611,0.0510185589468838,0.793017870506511,0.0467222798858278,0.7893318012443915,0.0424340374076991,0.7856247869996807,0.0381450629959224,0.7818946384467044,0.0338463298642905,0.7781456950320836
0.7187499999999997,0.2187499999999999,0.3826695030721729,-0.9238818962439744,0.1332534211916752,-0.8897080619973218,-0.2206783043072218,-0.7926156082564196,-0.5669560239943645,-0.6159688847810637,-0.6869197296248907,-0.430915065362748,-0.6654055373751152,-0.3076204292589055,-0.6110843421662131,-0.2308803566844378,-0.5560937805902226,-0.1787290151175165,-0.5048611197641182,-0.136349732057058,-0.4597141352891484,-0.0831219893400548,-0.4243325571829134,0.0236780163453826,-0.4084549922566022,0.2122003852434464,-0.4114798565925415,0.3825194237716531,-0.4119970821267606,0.453399391071889,-0.4009540717692014,0.4608836719183648,-0.3845446691543357,0.4473041586089908,-0.3669614750427452,0.4280142721308302,-0.3499317852864745,0.4082486590139048,-0.3339739664676879,0.3893744732471653,-0.3192469760856998,0.3718198914037442,-0.3058049793286677,0.355721776498023,-0.2937223464176816,0.341322026407892,-0.2831019719662923,0.3295220330765869,-0.2736998912096394,0.3234329955585389,-0.2629771829687068,0.3314908198773238,-0.2417449900417432,0.3679340818151094,-0.190740211204421,0.445608501775215,-0.0852618279927727,0.5754657011334555,0.052719907934336,0.7413218428265719,0.1325074314143124,0.8447624528391656,0.1483545785975334,0.8699207091061522,0.146278406198003,0.87107828532717,0.1417752184287666,0.868683752524267,0.136779637851046,0.8654641133216522,0.1317503739335945,0.8620692371157703,0.1267548087959037,0.8586160543879686,0.1217853306700415,0.8551198968312516,0.1168327687397047,0.8515883706909562,0.1118865435569837,0.84802192132838,0.1069325483974191,0.8444162184494509,0.1019614382701177,0.8407804818977833
0.0,0.1874999999999999,0.3535884777334007,0.146451953743396,0.4934629886463226,0.2714939091407723,0.5177663893633235,0.4235161013990487,0.4929626752037526,0.5507793456789996,0.4521961592575756,0.6402855270672578,0.4101650280170381,0.7009232149184671,0.3718372966376416,0.7422464685225976,0.3383770924601262,0.7709445287327418,0.3095734962720541,0.7912592033726344,0.2847937968217663,0.8058166383099695,0.2633904379596881,0.8162772166413133,0.2447549437416979,0.8237887397647587,0.2283827475246342,0.8291120721361903,0.2138885970851647,0.8327465513110694,0.2009323249119966,0.8350859035180002,0.1892528581404336,0.8364029660752559,0.178639977198293,0.8369010615441931,0.1689151986454088,0.8367420846374405,0.1599405495295268,0.8360442107535908,0.1516013123049577,0.8349013112765871,0.143801987579844,0.8333884072154049,0.1364637500309242,0.8315651541811984,0.1295204234559634,0.829479963496664,0.1229140223861589,0.8271738580665001,0.1165967486286493,0.8246795308649459,0.1105290978695299,0.8220231541052038,0.104676766166025,0.8192267652039297,0.0990089800513812,0.8163094779267229,0.0934986220696175,0.8132874888028158,0.0881231614514391,0.8101736984522686,0.0828624180920125,0.8069791726582429,0.0776976122543675,0.8037137093459228,0.0726116432428767,0.8003857127140706,0.0675896551619044,0.7970020123588798,0.0626176176472937,0.7935686214224701,0.057682456830476,0.7900907123225757,0.0527718324118988,0.7865727548105675,0.0478739501455476,0.7830186261709848,0.0429775773101328,0.7794316544986203,0.0380683275871945,0.7758087042409171,0.0331355272267686,0.772156867054803
0.9687499999999988,0.65625,0.2705875287153698,0.2706008333333878,0.1994725284035807,0.2779602570285081,0.1340695967010978,0.2537592883183526,0.0815829154602588,0.2189101200842684,0.0229047236868989,0.1847062323910305,-0.1295991678071453,0.1633644238753148,-0.5165674147868429,0.2041828458458858,-0.7251119600316526,0.2578100450140252,-0.7111401691610365,0.2612998976606224,-0.6713779903296765,0.2540044511297911,-0.627108033975626,0.2428897561101742,-0.5878370487610892,0.2311664075849797,-0.5536916176934895,0.2198620399687464,-0.5241018334725656,0.2093795357477243,-0.4982661433247019,0.2001834743662558,-0.4755295597752163,0.1936176677102595,-0.4557047223676952,0.1941724063105201,-0.4403708466617704,0.2155396886796097,-0.4349074911609019,0.281177992894138,-0.4445689333095189,0.3914653842812493,-0.461860290963835,0.487804567153041,-0.4736390682687356,0.5273620034376297,-0.4777766737771716,0.528375576553975,-0.4777556827419167,0.5163129425822512,-0.4757749682952469,0.5009951235274777,-0.4726757265995462,0.4853786845323153,-0.4687580719357535,0.4705856664407108,-0.4638498719178835,0.4574056847457421,-0.4567625027538306,0.4477329419134758,-0.4438405379807664,0.4466481914374923,-0.4171820781835991,0.4638128322311853,-0.3664733721927264,0.5075604494592635,-0.2920329968000238,0.5671286756455536,-0.2055419494488373,0.6255066977947338,-0.1141034639524862,0.6871347342069001,-0.028498375037051,0.7579799294127386,0.0288032959880969,0.8169832551754924,0.0510565076998671,0.8448947263486838,0.0536899476260618,0.8504361145809989,0.0502114623612346,0.8478403834912515,0.0458520459181371,0.8442442399033854
0.4687499999999996,0.7812499999999991,-0.3826912319116436,3.721500243839273e-06,-0.5232780703304231,0.0837047492533572,-0.7180224132117703,0.2387277853941061,-0.813185171152408,0.3664454065424712,-0.7766646455147009,0.3961948372005591,-0.705555117647389,0.3799376526667404,-0.6422414865636702,0.3550590452770552,-0.59147333819698,0.3296680178908029,-0.5510494189697992,0.3064084052547028,-0.5185472241113437,0.2858052774377219,-0.4918751071778459,0.2677647586036902,-0.4693507352162683,0.252065628684289,-0.4496649820958106,0.2387564970656201,-0.4314304565559395,0.2292285195335546,-0.4114400391284134,0.2308263433657583,-0.3812267546522052,0.2693897841893687,-0.3274568224109176,0.391152499874594,-0.2532119129441395,0.559875745085271,-0.1670382435543039,0.666745967372132,-0.0599391131526792,0.7193212137801291,0.0509330695275297,0.7667284722617916,0.1183958801644637,0.8077340476802344,0.1328422500894298,0.8254413780818206,0.1245566727076354,0.829286381092215,0.1109618593781642,0.8297701047904333,0.0958670043817488,0.8293812001151826,0.0801880550877469,0.8287762171622856,0.0640138960192902,0.828107087438339,0.0473131394004432,0.827433538567968,0.0300543353214687,0.8267941059054418,0.0122354624308971,0.8262179486261367,-0.0061058818225519,0.8257257010241034,-0.0248811226334048,0.8253261894740516,-0.0439587333890113,0.8250163647688087,-0.063159781390217,0.8247819563255919,-0.0822685310203981,0.8245983126976077,-0.1010451615145144,0.8244322936275629,-0.119242542338314,0.8242450228779347,-0.1366289916737618,0.8239960268150431,-0.152778235925231,0.8236200744627585,-0.1676953139796988,0.8230969344179851
0.59375,0.03125,0.6532636450292872,0.6533012417149551,0.3906083703410191,0.8550744380678569,0.1668519496818151,0.917003574820681,0.0287097410468805,0.8483866413180058,-0.0314646440184152,0.7469112007587515,-0.0559311310271143,0.6563012701698017,-0.0653043457027695,0.5811982845366328,-0.0678168808762251,0.5196786128068379,-0.0672992783289842,0.4689206433472586,-0.0660718629358758,0.4264947693343641,-0.0674187107810236,0.3905815588958818,-0.0809037062030364,0.3600247235736202,-0.1311172737947611,0.335304928553005,-0.2457291345669102,0.3189350059112377,-0.3939411459691034,0.3112693817885702,-0.4879279701382542,0.305195991884059,-0.5158850583572353,0.296385032357439,-0.5110098648118843,0.2859070670971673,-0.4936229252472319,0.2760237359824318,-0.4685448013952303,0.2714406412169336,-0.4223931112137299,0.2917088469747406,-0.2931450726918197,0.4128765822278743,-0.032983234085972,0.7025454296554642,0.1148868850311491,0.8765938613316944,0.1436593650039762,0.9117833339250196,0.1441278238191446,0.9126392506606696,0.1411012652431193,0.9094971430910612,0.1384388282793412,0.9066649631815902,0.135574349840785,0.9034892660007277,0.1311798507276314,0.8980449309711458,0.1270018786824431,0.8939397918832752,0.124833241636206,0.891212687004949,0.1212898859934664,0.8868522247368222,0.1165450339465035,0.8831716799260835,0.1140251625292295,0.8789854487684914,0.1097536947020385,0.8751099126652472,0.1064114856266074,0.8718158782225027,0.1033823958604414,0.8677472954428346,0.0990073527513244,0.8630362378823773,0.0959162062987632,0.8595340173635179,0.0923177078439854,0.8556411357999505
0.1875,0.0,0.353580569352207,0.1464493414747421,0.4369614698338993,0.2103910673684925,0.464011878135043,0.3597801718165822,0.4007208214862987,0.663664697871099,0.2490115586943591,0.9016538334024216,0.1788712749928749,0.957029699131458,0.1679927544236624,0.9553617773706792,0.1644450066114849,0.9522509520366774,0.1624777418485665,0.9477307053838016,0.1602120392520873,0.9430834213986792,0.1577336960850476,0.9385310786306564,0.1550344210375027,0.9340874285128096,0.152163856395651,0.9297375039412784,0.1491582281719249,0.9254594327747052,0.1460477192460494,0.9212401035059384,0.1428535165427271,0.9170685084973031,0.1395917239977994,0.9129363246299276,0.1362753518465683,0.9088367280619192,0.1329140016342684,0.9047646250029924,0.1295154295354965,0.9007158676816043,0.1260859289302414,0.8966870696343233,0.1226305824856509,0.8926754826157496,0.1191535846821875,0.8886788326661319,0.1156585548688216,0.8846951542402709,0.1121484274911945,0.880722854218342,0.1086256059865654,0.8767606293242867,0.1050921646048502,0.8728073572911105,0.101549946839757,0.8688620442867193,0.0980005587785486,0.8649238271974673,0.0944453146192033,0.860992002076885,0.0908853766039018,0.8570659468801289,0.0873218027086528,0.8531450955367155,0.0837555273378936,0.8492289449099825,0.0801873276234394,0.8453170713990098,0.076617902045334,0.8414090863336191,0.0730478582595568,0.8375046393060017,0.0694777204518756,0.8336034112480408,0.065907933100041,0.829705108163734,0.0623388568210142,0.8258094596929297,0.0587710379337184,0.8219166643599096,0.0552045567862685,0.8180260564491206
0.7812499999999991,0.5624999999999998,0.1622056873377182,-0.1083820554045707,0.1137275760100615,-0.0723534331343921,0.0881119891074465,-0.0512444332471886,0.0735034493176014,-0.0362345371272266,0.0649559913662087,-0.0216687529134791,0.0611076329446612,0.0037502136067422,0.0619943964077524,0.0900930652300925,0.0532906323496502,0.346938147514693,0.0160231679820304,0.5826581774915032,-0.0224873519034739,0.6262059707723946,-0.0503009910672218,0.5929166491680377,-0.0695629976845359,0.547003061567232,-0.0840657251589071,0.502304879118936,-0.0970606400901282,0.4617180828101528,-0.1142083978053577,0.4264979802005448,-0.1471701519079095,0.3989501639265016,-0.2146985620649264,0.3857917061996765,-0.3195823775119996,0.3934938887361417,-0.4180314307994936,0.410107883400919,-0.4727159450338379,0.4171907250445771,-0.4910331839999056,0.4122640122569455,-0.4921072866253622,0.4011843131494129,-0.4867286761498755,0.3883605699913022,-0.4791827135273736,0.3759343247550307,-0.4702459688360672,0.3653487898492852,-0.4589296116992816,0.3588112336078687,-0.4422604100044812,0.360173074406147,-0.413612774070616,0.3760862498290805,-0.3559156153676031,0.4240382449145869,-0.2363754364689216,0.5477886752231587,-0.07644949095928,0.7386254460390022,0.0020909948256011,0.8414570690643027,0.0167881532055462,0.8613911234244801,0.0170994551651258,0.8611829463704751,0.0151035682773802,0.8575353427746082,0.0127786411262869,0.8533592119542857,0.0104294256375307,0.8491322162212368,0.0080890128711914,0.8449201188799362,0.0057549854900619,0.8407320058270398,0.0034149123511841,0.8365747950360429,0.0010528752143674,0.8324466777432862
0.1875,0.1249999999999999,0.8535443701708556,-0.3535369185247368,0.7350865793227113,-0.1529815784287976,0.6450479949684219,0.0632987076434815,0.5636191695985139,0.4003665202419692,0.4302957155610453,0.7315453961679342,0.329677965039311,0.8462709937391091,0.2817405116909123,0.871200826745193,0.255645323054273,0.8801746882528915,0.2375094999888263,0.8872241406726777,0.2222073245515437,0.8910033317608167,0.2095466589519686,0.8928331586181042,0.1985368953889222,0.8934101182421931,0.188792238814219,0.8930280271399931,0.1800962964155562,0.8919456548297543,0.1722421229393233,0.8903525236603507,0.1650674423692396,0.8883589129236469,0.1584431810099141,0.8860484459698457,0.1522648774178469,0.8834864462793087,0.1464548472626834,0.8807206835687984,0.1409498783323156,0.8777881640918921,0.1356986693443097,0.8747179962952326,0.1306606986973076,0.8715338934707476,0.12580245722261,0.868254409720682,0.121095784624013,0.8648955760193399,0.1165179227485124,0.8614697858860285,0.1120506891728726,0.8579870142864773,0.1076786558793653,0.8544555438906536,0.1033883602361121,0.8508824999102451,0.0991682351411229,0.8472738295483748,0.0950089282463823,0.8436342221985295,0.0909022610631527,0.8399676598316089,0.0868407946393188,0.8362776213306429,0.0828178849185112,0.832567038432182,0.0788278652955628,0.8288382584582399,0.0748654574074367,0.8250933189977077,0.0709257603109466,0.8213339220198455,0.0670041575198617,0.8175615100549877,0.0630961997595297,0.8137772946496002,0.0591975687793837,0.8099822690193296,0.0553042783214012,0.8061751992795704,0.0514103141466301,0.8023582007002296
0.4062499999999998,0.4999999999999996,-0.4619332881854122,0.6913232828121976,-0.3729207817929985,0.5117740841048648,-0.3004065072948492,0.3963668557895149,-0.2489066089106655,0.3216534413675421,-0.2120398790773659,0.2701389898213745,-0.1846209629727967,0.2325735554196065,-0.1636524821336255,0.2040210599490239,-0.1474060346209603,0.181573564939695,-0.1355673008222989,0.1634867172712732,-0.131519788182521,0.1492627684987079,-0.1494265459715651,0.1428877017949808,-0.2161857794569275,0.1706683534329179,-0.2663923026635783,0.3274225141155406,-0.1641244038494387,0.6407275000155981,-0.0532605487031925,0.837647724492254,-0.0194934206262711,0.8878608383275107,-0.0112748056798546,0.8979474688157553,-0.00940410604672,0.8985821630616392,-0.0103672012491679,0.8952070082679766,-0.0120272027033102,0.8908352985863163,-0.0138550861329831,0.8862268063091082,-0.015718848713301,0.881566990904336,-0.0175715895988614,0.8769287885928555,-0.0194007856477005,0.8723238232939804,-0.0212068443488438,0.8677524349244293,-0.0229897005450057,0.8632159472476795,-0.0247512938220467,0.858713580571458,-0.026494611180634,0.8542441351648646,-0.0282227564120084,0.8498068204302895,-0.029938464673721,0.8454012383740795,-0.0316448263403086,0.8410264507391908,-0.0333449726608758,0.8366817108017042,-0.0350418271226578,0.832366358004604,-0.0367380062186634,0.8280796868711396,-0.0384361596856508,0.8238209179293665,-0.0401387704966579,0.8195893347750295,-0.0418483342276215,0.8153842012087579,-0.0435674390795882,0.811204817208132,-0.0452988782547562,0.8070505466070568,-0.0470500587515336,0.8029260675406442,-0.0488245156857899,0.7988275684320956
