X,Y,u @ t=0,v @ t=0,u @ t=0.05,v @ t=0.05,u @ t=0.1,v @ t=0.1,u @ t=0.15,v @ t=0.15,u @ t=0.2,v @ t=0.2,u @ t=0.25,v @ t=0.25,u @ t=0.3,v @ t=0.3,u @ t=0.35,v @ t=0.35,u @ t=0.4,v @ t=0.4,u @ t=0.45,v @ t=0.45,u @ t=0.5,v @ t=0.5,u @ t=0.55,v @ t=0.55,u @ t=0.6,v @ t=0.6,u @ t=0.65,v @ t=0.65,u @ t=0.7,v @ t=0.7,u @ t=0.75,v @ t=0.75,u @ t=0.8,v @ t=0.8,u @ t=0.85,v @ t=0.85,u @ t=0.9,v @ t=0.9,u @ t=0.95,v @ t=0.95,u @ t=1,v @ t=1,u @ t=1.05,v @ t=1.05,u @ t=1.1,v @ t=1.1,u @ t=1.15,v @ t=1.15,u @ t=1.2,v @ t=1.2,u @ t=1.25,v @ t=1.25,u @ t=1.3,v @ t=1.3,u @ t=1.35,v @ t=1.35,u @ t=1.4,v @ t=1.4,u @ t=1.45,v @ t=1.45,u @ t=1.5,v @ t=1.5,u @ t=1.55,v @ t=1.55,u @ t=1.6,v @ t=1.6,u @ t=1.65,v @ t=1.65,u @ t=1.7,v @ t=1.7,u @ t=1.75,v @ t=1.75,u @ t=1.8,v @ t=1.8,u @ t=1.85,v @ t=1.85,u @ t=1.9,v @ t=1.9,u @ t=1.95,v @ t=1.95,u @ t=2,v @ t=2
1.0,0.21875,-0.4619397662556434,0.6913558206770075,-0.4619397662556434,0.8763096374754306,-0.4619397662556434,0.9423587842903222,-0.4619397662556434,0.8656195800986881,-0.4619397662556434,0.7629088143838876,-0.4619397662556434,0.6732855216415099,-0.4619397662556434,0.6004739636730931,-0.4619397662556434,0.5428618972378283,-0.4619397662556434,0.4971176301706647,-0.4619397662556434,0.4604480986724965,-0.4619397662556434,0.4305286713552932,-0.4619397662556434,0.4053548205830254,-0.4619397662556434,0.3823570513677649,-0.4619397662556434,0.3582651184062826,-0.4619397662556434,0.3313261682381069,-0.4619397662556434,0.3040485211046267,-0.4619397662556434,0.2798930473421709,-0.4619397662556434,0.2600687746818926,-0.4619397662556434,0.2444523211992982,-0.4619397662556434,0.231889181738804,-0.4619397662556434,0.221252503390194,-0.4619397662556434,0.2117908217218716,-0.4619397662556434,0.2031182331476066,-0.4619397662556434,0.1951336152339752,-0.4619397662556434,0.1877411598973977,-0.4619397662556434,0.1810437333588593,-0.4619397662556434,0.1747934488161674,-0.4619397662556434,0.1689412387361733,-0.4619397662556434,0.1634982277193884,-0.4619397662556434,0.1585157411658788,-0.4619397662556434,0.1540434470219145,-0.4619397662556434,0.1501545693337103,-0.4619397662556434,0.1469448767711365,-0.4619397662556434,0.1445591002008636,-0.4619397662556434,0.1431800190255327,-0.4619397662556434,0.1430243637931349,-0.4619397662556434,0.1442092234305775,-0.4619397662556434,0.1466960209594975,-0.4619397662556434,0.1502450783043624,-0.4619397662556434,0.1543089717257746,-0.4619397662556434,0.1581466313651433
0.781249999999999,0.6249999999999998,-0.1913446393775256,0.0380619757114834,-0.2176668664672153,0.0714657168432366,-0.1960774065141983,0.1140344573413362,-0.0999870180205755,0.1437206299119754,0.1742754013613338,0.2011661153011152,0.5984431301339719,0.3288582413712486,0.6869168739514068,0.3689539411205755,0.6755142213178598,0.3649430463935866,0.6193659879018847,0.3429510101172905,0.5704526883382095,0.3207898057300529,0.5266524961155495,0.3001655222576696,0.4881170723349808,0.2812386150271133,0.4545138248947361,0.2642516021099011,0.4249888111568953,0.2490783439276088,0.3989097991419416,0.2356809837360029,0.3761618482899167,0.2249275571561624,0.3554681930056719,0.2176827046237686,0.3368013887043154,0.2168024498466681,0.3201631185777817,0.2274419606802715,0.3057180078561177,0.2568159110307199,0.2938665738758489,0.310332702221969,0.2846473244327818,0.3794134620851785,0.2771219591700306,0.4391700674715838,0.2702390917592597,0.4754139077220481,0.2634795916125281,0.4898747273325875,0.2575444614456214,0.4878645277272266,0.2529661621333494,0.4803993366058038,0.2505551085916898,0.4703818229921341,0.2510867850792988,0.4586604484579754,0.2556553522223235,0.4456692682671941,0.2657049976181446,0.4320503908443202,0.2827827381740365,0.4183790178181573,0.3070074247040539,0.405300067452882,0.3375453332523771,0.3937524640789311,0.3710258400901003,0.3846852489088435,0.401478780322032,0.3785466715798413,0.4245351660604786,0.3742213834490616,0.4393482195310598,0.3708887303874175,0.4472627590369498,0.3682003826607972,0.4500206092191202,0.3669692175447579,0.4491900052862324,0.3652879821467496
0.3124999999999999,0.2499999999999999,-0.8535660654937292,-0.3535459132956314,-0.9400874478386144,-0.1318231683647211,-0.8458736961240468,0.2745841050976407,-0.6273061088648085,0.5427697865802095,-0.4482612520171279,0.5868048209490891,-0.3364327994769393,0.5526752710254791,-0.2593234851144421,0.5057020792684216,-0.1921472812592868,0.4588214356991519,-0.081803864524956,0.4211218553748236,0.1468016043785176,0.4078938983326793,0.3929138575492717,0.426756035747713,0.5019743803160319,0.4324896628162531,0.5168848409873761,0.4301518825857142,0.5089166736361866,0.4067184699380143,0.4919368751272722,0.4174577164945523,0.4814647567460704,0.40036455533166,0.4716699474292772,0.3923818034779376,0.4639486035544748,0.3862619035574815,0.4581881914950577,0.3816819199306706,0.4540570154418017,0.3784079396138787,0.4511772152042611,0.3761419246041492,0.4492124538788726,0.3746052565813375,0.4478829765057077,0.3735707590327096,0.4470199469682908,0.3729038424491549,0.4464672464640467,0.3724804075726512,0.4461629687414458,0.3722495669837619,0.4459591695008543,0.372095661900036,0.4458162484213918,0.3719882045217943,0.4457204613260953,0.3719165820552597,0.4456640392810572,0.3718747793179959,0.4456328663493642,0.3718519462494792,0.4456153255249548,0.3718392366119068,0.445607134424253,0.3718334355091438,0.4456027566363797,0.3718303769958017,0.4456000892394529,0.3718285125482108,0.4455983146650024,0.3718272621915093,0.4455971290354181,0.3718264202820653,0.4455962812546804,0.3718258145062229,0.4455957574392916,0.3718254426112629,0.4455954522216366,0.3718252284080425,0.4455952723042174,0.3718251034795051
0.5312499999999994,0.9062499999999992,0.3826732342078555,3.7604665523731913e-06,0.2813713243074225,0.0252102132750952,0.2181219026543712,0.0322276037852627,0.1758350774595649,0.0358266171478684,0.1450807817171437,0.0399835494416991,0.1207284655959829,0.0502990852908608,0.0999457274456879,0.0903200761690025,0.0884277386859431,0.2570330392574523,0.1037113412850956,0.5412293758088123,0.125185077472184,0.6818543682385825,0.1324995103460539,0.6766089328818388,0.1327050506935257,0.6406639299816371,0.1311833290168926,0.5995960836273558,0.1286301258955141,0.5613343755101451,0.1264126518896238,0.5260120450746182,0.1266915005204951,0.4937043400105489,0.1319313126833717,0.4629996627452274,0.1466496582579206,0.4333579351575249,0.1774867685196322,0.4040522721470793,0.2300447209342657,0.3751529773356415,0.2998668411101141,0.3505176512930541,0.3686052651880048,0.3360750406098939,0.415447921880583,0.3325370520439162,0.4382448062711894,0.334160369205119,0.4444838446964156,0.3338224793722062,0.439392036050001,0.3303035382579162,0.4315076043346292,0.3252461182722482,0.4224903696602411,0.3197197118444627,0.4127822770468951,0.3144022774994937,0.4025808149018707,0.3100150784665428,0.392113871720523,0.3076625186468758,0.3814055529167718,0.3087110978643771,0.3703634657319316,0.3142693387336114,0.358925910950034,0.3257028436256031,0.3471282127831606,0.3438797535552012,0.3352888318385238,0.3686160968074045,0.3241503192778882,0.3972309472430413,0.3144340933013458,0.4257139855408123,0.3067054422535262,0.4492912633462799,0.3008563628148864,0.4651478961738535,0.296433633949795,0.4747296125696291
0.7812499999999987,0.6562499999999998,-0.3826912204025445,3.728425321225221e-06,-0.4584006113720012,0.0820905279227646,-0.4313712644277003,0.1919315392381224,-0.3303185757262656,0.2428061797002596,-0.1916564118947524,0.2534230564863908,0.1178538153976813,0.2951692516610443,0.5437488226542501,0.3947801634736847,0.6206716685342692,0.4062777014600256,0.6128751072026845,0.3945422683041029,0.5695086119541048,0.3695288410854394,0.5291918027610208,0.3459303337878578,0.4914124424475465,0.3237737393130549,0.4581338313997711,0.3038106262997191,0.4287193587602587,0.2859351898690857,0.4026739006144516,0.269973840037868,0.3799414179348412,0.2562344436839614,0.3592528821765677,0.2445568154748849,0.3405500823109879,0.2360680361889271,0.3237320610699771,0.2330406922756908,0.3087431194473307,0.239327919207939,0.2957077718826467,0.2612092307705297,0.2848923712139938,0.3043546603748691,0.2763171489362696,0.3637673649746459,0.2694015398612589,0.4224169732024923,0.2632027988860509,0.4619537647152381,0.2576284194961243,0.4764533533509785,0.2529407855758751,0.4792925113299536,0.249788486562373,0.475797492141841,0.2488111137012365,0.4678580366513959,0.2509178003351018,0.4565370731478257,0.2573725638948045,0.4434924129114548,0.2697000945026525,0.4299235563220993,0.2886004192194192,0.4165407846038826,0.3142990425238638,0.4044477005271498,0.34511846358565,0.3947001514908205,0.3767748091297075,0.388103723651026,0.4039164328202988,0.3840139668367571,0.4237384538715999,0.3814118836861216,0.4355422649239621,0.3793599596917065,0.4413882813215166,0.378158335892215,0.4428064272898437,0.3769046339819379
0.906249999999998,1.0,0.0380598037646024,0.1913417161825334,0.0292922356212602,0.1913417161825334,0.0245868123779325,0.1913417161825334,0.0244566923324206,0.1913417161825334,0.0318946558047655,0.1913417161825334,0.0673561263083009,0.1913417161825334,0.2468254907958336,0.1913417161825334,0.6303762181981809,0.1913417161825334,0.7581605708389328,0.1913417161825334,0.730626666450756,0.1913417161825334,0.6909090735112287,0.1913417161825334,0.6436327973153464,0.1913417161825334,0.6002842042020781,0.1913417161825334,0.5619188989608496,0.1913417161825334,0.527384204345425,0.1913417161825334,0.4968728737520624,0.1913417161825334,0.4689191068712415,0.1913417161825334,0.4434782821115816,0.1913417161825334,0.4204539901722119,0.1913417161825334,0.3997816131501535,0.1913417161825334,0.3815715553414157,0.1913417161825334,0.3661012474150668,0.1913417161825334,0.3535802481804515,0.1913417161825334,0.3435363810674132,0.1913417161825334,0.3353302327065089,0.1913417161825334,0.3272664453245007,0.1913417161825334,0.3191937605854344,0.1913417161825334,0.3113581549249783,0.1913417161825334,0.3039216078924601,0.1913417161825334,0.2971197708030121,0.1913417161825334,0.2913039562790415,0.1913417161825334,0.2869420404949306,0.1913417161825334,0.2844379408226684,0.1913417161825334,0.2843312161198749,0.1913417161825334,0.2871305834896501,0.1913417161825334,0.2933387785197315,0.1913417161825334,0.3032843811262686,0.1913417161825334,0.3169021457666506,0.1913417161825334,0.3334374898853959,0.1913417161825334,0.3508412579636382,0.1913417161825334,0.3664622062603164,0.1913417161825334
0.4687499999999996,0.6249999999999994,-0.1913121326934503,0.9619385973010438,0.0503673809650809,0.858457512731935,0.1223204096793194,0.7052736059380593,0.1361363136918597,0.5847265849519451,0.1336217917868362,0.494437267620577,0.1263503599489638,0.4265455767014842,0.1184340615915771,0.3741683992190154,0.111352756229106,0.3326155138457632,0.1069176675458447,0.298739224804071,0.112226066801815,0.2703942054504298,0.1527225831553248,0.2469656707437803,0.2733187970655382,0.2313984882554025,0.4520179661627596,0.2270269148540517,0.5591572334505642,0.2257581036524668,0.5876291403559353,0.2214942259755734,0.5758838979894874,0.2148519027845185,0.5566317591394745,0.2077295749999847,0.5348462269489517,0.2008047122898026,0.5133791262513833,0.1948298042297787,0.4932750120843854,0.1907665538533748,0.4743531456151231,0.1902547508371499,0.4559606094888175,0.1960743290353334,0.4374379940794271,0.2129471916015958,0.4188543167927557,0.2450783922962372,0.4013914840470936,0.2939322043444481,0.3883372784925771,0.3498321373487135,0.3789979135716868,0.3965665245488801,0.3720591028266092,0.4308997335130987,0.3668824426090084,0.4529695132359649,0.3629937846816986,0.4635927395721888,0.3595468273711022,0.4661663451465577,0.3563029750460159,0.4651079151833628,0.3534291872232832,0.4615652680820042,0.3509587826760592,0.4574516235361783,0.3488427684913938,0.4539470605071032,0.3471295272918367,0.4512709357657382,0.3457726062291306,0.4493439666541621,0.3447310885405476,0.448072354976699,0.3439520150762448,0.4472140408450741,0.3433823562373024,0.4465500740340844,0.3429672005221817,0.4460279826383247
0.6562499999999992,0.6562499999999997,0.2706062024792715,0.2706062024792731,0.4086974509802364,0.4086974509802382,0.5828889567276397,0.5828889567276416,0.6450169624354035,0.6450169624354053,0.6076235356848932,0.6076235356848947,0.5510088634592918,0.551008863459293,0.4969558631916094,0.4969558631916104,0.4495351883561699,0.4495351883561707,0.4093883084054548,0.4093883084054557,0.3752271180029681,0.3752271180029689,0.3460200675507257,0.3460200675507263,0.3208960364803334,0.3208960364803339,0.2991046109715984,0.2991046109715989,0.2801059969118916,0.2801059969118921,0.2636521801243531,0.2636521801243535,0.2507506258557421,0.2507506258557425,0.2421650595498533,0.2421650595498536,0.2406315478242333,0.2406315478242335,0.2499507628018237,0.2499507628018235,0.2726770686511005,0.2726770686510997,0.3039934632903625,0.303993463290361,0.331441052058263,0.3314410520582608,0.3464334429995916,0.346433442999589,0.3500018337445851,0.3500018337445823,0.3473458110093603,0.3473458110093576,0.3425402943625888,0.3425402943625862,0.3393657588974092,0.3393657588974068,0.3392119496620215,0.3392119496620195,0.3427866674065016,0.3427866674064999,0.3507419176940177,0.3507419176940166,0.363274832960916,0.3632748329609153,0.3787415976529193,0.378741597652919,0.393938348648574,0.3939383486485738,0.4057126195298965,0.4057126195298965,0.4125711065182058,0.412571106518206,0.4155866701136633,0.4155866701136637,0.4160575596060275,0.4160575596060276,0.4146034050693221,0.4146034050693222,0.4120100300413242,0.4120100300413246,0.4096222097222772,0.4096222097222774,0.4077619681311756,0.4077619681311759
0.0,0.7812499999999984,-0.4619397662556471,0.3086645307501924,-0.4619397662556471,0.3950730743411037,-0.4619397662556471,0.5652894052820943,-0.4619397662556471,0.7945980246550062,-0.4619397662556471,0.8710676945528757,-0.4619397662556471,0.8236209388628637,-0.4619397662556471,0.7585168371845218,-0.4619397662556471,0.6934002256264891,-0.4619397662556471,0.6360490375036998,-0.4619397662556471,0.586390375997153,-0.4619397662556471,0.5434774371276497,-0.4619397662556471,0.5062914751398232,-0.4619397662556471,0.4738471476844351,-0.4619397662556471,0.4453233345865831,-0.4619397662556471,0.4200944351671791,-0.4619397662556471,0.3980766203597223,-0.4619397662556471,0.3780720888582365,-0.4619397662556471,0.3600736292748118,-0.4619397662556471,0.344097475215809,-0.4619397662556471,0.3303114170014578,-0.4619397662556471,0.3193670790133122,-0.4619397662556471,0.312805326406761,-0.4619397662556471,0.3141209307814164,-0.4619397662556471,0.3279081489781923,-0.4619397662556471,0.3593022178979405,-0.4619397662556471,0.4078738138806987,-0.4619397662556471,0.4553101605683147,-0.4619397662556471,0.4931279579829856,-0.4619397662556471,0.5191129564091789,-0.4619397662556471,0.5326880794802716,-0.4619397662556471,0.5358826064073662,-0.4619397662556471,0.5345963980896479,-0.4619397662556471,0.5293397319697946,-0.4619397662556471,0.5222410491736127,-0.4619397662556471,0.5155668307201673,-0.4619397662556471,0.5096693875015387,-0.4619397662556471,0.5044595243461363,-0.4619397662556471,0.5005127674249571,-0.4619397662556471,0.4977845448198278,-0.4619397662556471,0.4949499366705459,-0.4619397662556471,0.493037732518042
0.1874999999999999,0.9687499999999982,0.8155105723627144,-0.5448702702650655,0.9404186597376268,-0.2430188503086155,0.8900889671797216,-0.0948061020977066,0.7744457445211577,-0.0418219266266419,0.6705850203732587,-0.0308753956852136,0.588497124657545,-0.0361110223028899,0.525401104835369,-0.0469404644937708,0.476761062038017,-0.0590726253160412,0.4387856509254875,-0.0705412410733556,0.4083912348404457,-0.0795030911762845,0.3825969246161134,-0.0808636670978981,0.3577091808599458,-0.060911864928793,0.3289502218002972,0.00950640868877,0.296266255194343,0.1480239983545556,0.2677048341717868,0.2971931334233374,0.2482071277506963,0.3814158398835516,0.2332244934997253,0.4185138238635922,0.2210772298902096,0.4208684416679277,0.2104723035387033,0.4035236934967969,0.200880593414151,0.376556264468617,0.1920629362189543,0.3457681344410261,0.1838887094637147,0.3139524483608199,0.1763150132272593,0.2819538990257831,0.1693047414775923,0.2501632681515249,0.1628167364791841,0.2189737142010599,0.156991250569478,0.1892227309457084,0.1516461446369246,0.1610242612480109,0.1467916211883085,0.1349718604104473,0.1424972688240287,0.1118116766673724,0.1388980094430976,0.0927426280713833,0.1361710930799118,0.0795524903653293,0.1345912486050045,0.0748029791636649,0.1344500163274873,0.0810484098397822,0.1361127712501907,0.1013812841053137,0.1398182826166248,0.1376065745495955,0.145347982253323,0.1877404729097021,0.1514198989489955,0.2416422862702462,0.1568616218611191,0.2905651650630765,0.1609781550458261,0.3288071111508147,0.1643801398797502,0.3590932274817194,0.1660388419819649,0.3744347513501255
