X,Y,u (1) @ t=0,v (1) @ t=0,u (1) @ t=0.05,v (1) @ t=0.05,u (1) @ t=0.1,v (1) @ t=0.1,u (1) @ t=0.15,v (1) @ t=0.15,u (1) @ t=0.2,v (1) @ t=0.2,u (1) @ t=0.25,v (1) @ t=0.25,u (1) @ t=0.3,v (1) @ t=0.3,u (1) @ t=0.35,v (1) @ t=0.35,u (1) @ t=0.4,v (1) @ t=0.4,u (1) @ t=0.45,v (1) @ t=0.45,u (1) @ t=0.5,v (1) @ t=0.5,u (1) @ t=0.55,v (1) @ t=0.55,u (1) @ t=0.6,v (1) @ t=0.6,u (1) @ t=0.65,v (1) @ t=0.65,u (1) @ t=0.7,v (1) @ t=0.7,u (1) @ t=0.75,v (1) @ t=0.75,u (1) @ t=0.8,v (1) @ t=0.8,u (1) @ t=0.85,v (1) @ t=0.85,u (1) @ t=0.9,v (1) @ t=0.9,u (1) @ t=0.95,v (1) @ t=0.95,u (1) @ t=1,v (1) @ t=1,u (1) @ t=1.05,v (1) @ t=1.05,u (1) @ t=1.1,v (1) @ t=1.1,u (1) @ t=1.15,v (1) @ t=1.15,u (1) @ t=1.2,v (1) @ t=1.2,u (1) @ t=1.25,v (1) @ t=1.25,u (1) @ t=1.3,v (1) @ t=1.3,u (1) @ t=1.35,v (1) @ t=1.35,u (1) @ t=1.4,v (1) @ t=1.4,u (1) @ t=1.45,v (1) @ t=1.45,u (1) @ t=1.5,v (1) @ t=1.5,u (1) @ t=1.55,v (1) @ t=1.55,u (1) @ t=1.6,v (1) @ t=1.6,u (1) @ t=1.65,v (1) @ t=1.65,u (1) @ t=1.7,v (1) @ t=1.7,u (1) @ t=1.75,v (1) @ t=1.75,u (1) @ t=1.8,v (1) @ t=1.8,u (1) @ t=1.85,v (1) @ t=1.85,u (1) @ t=1.9,v (1) @ t=1.9,u (1) @ t=1.95,v (1) @ t=1.95,u (1) @ t=2,v (1) @ t=2
0,0,-2.5448211572010733E-5,0.9999968471986007,-0.19993171265824272,0.8934461129094966,-0.24656091507495348,0.7415067386479508,-0.23657538290979044,0.6132600011860742,-0.21528548574219844,0.5184456883646116,-0.19517496907326354,0.44776694051422056,-0.17761801625131313,0.3933208947382269,-0.16274489938480427,0.3502413698418055,-0.15046982850459042,0.31530909744377245,-0.1415092975450866,0.2863098527641597,-0.14061422781146538,0.26167301390774467,-0.16481254307570775,0.24072243935102694,-0.24903427114051108,0.22483559255085311,-0.3937010542756623,0.21657365281025429,-0.5122587376433937,0.213009468557777,-0.558112633787691,0.2088772328503738,-0.5566651275634144,0.2029991062583919,-0.5405521217885257,0.196673818682399,-0.5191681883032337,0.19055448968219693,-0.49617559876281164,0.18533456966688353,-0.4739228663728211,0.1820316080775703,-0.4530593271682729,0.1821496616085335,-0.4335166051737389,0.1880300760026899,-0.4152604617530937,0.20294537764885456,-0.39851881672651773,0.23006708451783855,-0.3838507148979457,0.269304444041606,-0.37181062379386043,0.313444689566435,-0.36217106376752795,0.35205547613433813,-0.3541451764682812,0.378328909108047,-0.34663808389356465,0.391277184111742,-0.3390114269858844,0.39425566687005165,-0.33132508680443257,0.3911719609602829,-0.3237058161513769,0.3849985415151032,-0.3165342043289503,0.3774324767934461,-0.31010959916472713,0.3692593609084111,-0.3048756631319492,0.36109086403567353,-0.3013217382669354,0.3531184928117116,-0.2997620718341866,0.3454706566844971,-0.30067395925921414,0.3383354544732966,-0.3044949534864822,0.3318171397728446,-0.3112116716091066,0.325908365608122
0.03125,0,0.19131362936942142,0.9619461026875497,-0.0770110834714121,0.9575715135295982,-0.189086445341389,0.8424012793416914,-0.21074814190089283,0.7112267417613156,-0.20212153918956738,0.604897379862231,-0.18822882808055963,0.5239882440889853,-0.1740389916268331,0.46100071102334367,-0.1610559732838213,0.4109124065740655,-0.14975185827581214,0.37022739748225775,-0.1406453918320102,0.336495429869631,-0.13625736755838372,0.30795438663420777,-0.14634276551865877,0.283562577540962,-0.19599631789715574,0.2636659163173405,-0.31136841463490694,0.25065280334393675,-0.44777518972687713,0.24445633401011818,-0.5271787620510373,0.23956717391481955,-0.5443976018700772,0.23290790952341447,-0.5375832207515278,0.2252785845095145,-0.5206038246215094,0.21744926918026805,-0.4993975547250024,0.21001491783580054,-0.4779769410590943,0.20368900593970488,-0.45773488353425773,0.1993575076832257,-0.43880455096022686,0.1983691051219673,-0.42107218683418046,0.20286771376111745,-0.404549978065559,0.21580963299611583,-0.38938807246237067,0.24008003256359012,-0.37586255723739054,0.27557723410720886,-0.3642007774886815,0.3163857893082217,-0.35434421970182495,0.35367321432888127,-0.34587640803747743,0.37999266256021225,-0.3380490631244719,0.3935885569457283,-0.3303892351732433,0.3973975523556846,-0.3228879068482767,0.3951943793517558,-0.3156944397554936,0.38986411823097833,-0.30911882450868383,0.382862928713054,-0.30353449101553676,0.3751598234363534,-0.29935086696970353,0.36717448354587395,-0.29686962315445453,0.35912201083829143,-0.29655968750535555,0.3513161989249201,-0.29894045134118774,0.3439403978646717,-0.30410377312274484,0.3370051848328633
0,0.031249999999999997,0.19131213269345193,0.9619385973010337,-0.05200975486771361,0.8604966613120726,-0.1290839002728267,0.7088857080320315,-0.1412954000779336,0.5840987560649994,-0.1360317139071714,0.4929932537878719,-0.1277606930378646,0.4252280855023489,-0.1193384401442832,0.37303763973075754,-0.11200107822118649,0.33165781623540386,-0.10737110656035742,0.29792043085653896,-0.11215180831388911,0.2697162967675688,-0.15228785926539062,0.24654990955437622,-0.2749077553740317,0.23177011892448168,-0.44899097292669027,0.22767245273585707,-0.5537155341148536,0.22599839843542532,-0.57896586260966,0.22109184862945036,-0.5673572275731154,0.21389255189794795,-0.5434149874578652,0.20612377967639114,-0.5182650271313893,0.19855570325141408,-0.4938270592713626,0.19185827693503976,-0.47079022370049345,0.18683201302759078,-0.4494592150778167,0.18482369224158704,-0.4297920135364494,0.1880053151913513,-0.41166708612198055,0.1996623295109684,-0.39513065597610575,0.22363921556768585,-0.38043451744455836,0.26164756940346484,-0.36787862948451155,0.30848765022881947,-0.3573639350607315,0.3518266941026176,-0.3482418260830257,0.38274910830337333,-0.3398732629831235,0.39916321560912327,-0.33172819965866596,0.40390362138227337,-0.3236247701773363,0.40150563545970214,-0.3158263644268484,0.39527262309601446,-0.3084363124055404,0.38734931903902436,-0.30207453154098673,0.37856944308428137,-0.29681765478062266,0.3698080326233465,-0.2935975351348966,0.3611213516551257,-0.2928372990196275,0.35278642620750605,-0.29485405926546343,0.3448760249641263,-0.3001013248338558,0.3374898222766467,-0.3087085435043686,0.330652099771316,-0.32031415703070826,0.3243553218136967
0.03125,0.03125,0.3826515070532922,0.923889345141532,0.07228956213279163,0.9323691909773569,-0.0684589655041703,0.8142879511473972,-0.11174639884526379,0.684349773103946,-0.11949396333022476,0.5810904157167792,-0.11784889910094096,0.5028519477467083,-0.11307355337678168,0.44201151621593676,-0.10766177251182789,0.393598931788872,-0.10317624910168871,0.35416678808074353,-0.10309633905732714,0.3213211612551743,-0.12113506503796005,0.29378296143926047,-0.19274476643079513,0.27278300367604413,-0.34322356348251826,0.26223178551724485,-0.4869744706208579,0.25867756982864903,-0.5517045470688152,0.25403683388430925,-0.558461439357044,0.2462949561599935,-0.5415560332644228,0.23718993630853905,-0.5193352803965376,0.22800072714873398,-0.4961983788321257,0.21930458699644034,-0.47366868117419003,0.21163454054724412,-0.45261432326578954,0.20574815168412228,-0.4331659108377484,0.20282412489162932,-0.41517818731042516,0.20481790860841828,-0.3985925975248504,0.21470648441242213,-0.38346280928545345,0.23593113961846987,-0.3699421453531488,0.2700315974313199,-0.3581629182823213,0.31238459160688914,-0.3479788943059782,0.35311808525388877,-0.3389815433012372,0.38375495095297213,-0.33067992557443643,0.400880879745395,-0.3226994954768439,0.4066417553608502,-0.31496542904303576,0.4051716700461989,-0.30769817334886623,0.399674825207866,-0.30099332755114894,0.3923899833825115,-0.295428109688341,0.3840772075041492,-0.29135410356003144,0.3755842774771864,-0.28938677270514784,0.3670707699159397,-0.2898594346378789,0.358676570345693,-0.2932647165939578,0.3506079476025294,-0.29994494110818376,0.3429817924977637,-0.3097474509910896,0.3358043834065672
0,0.06249999999999999,0.3535241889634344,0.8535570637611034,0.09036735911761651,0.7913420262775454,-0.01557272021711315,0.6580150104877646,-0.0501320739961752,0.5438366436268108,-0.06071642399437064,0.45952998529819405,-0.06419480708436949,0.3964023385488514,-0.06519152268597213,0.3474500194022535,-0.06725457553263575,0.30827394139477843,-0.08017920452428413,0.2761088212352893,-0.14141729324264798,0.25118312297503465,-0.31082748989783254,0.24008320723984886,-0.502184998543541,0.24175238080794537,-0.5854537346216184,0.24190484179772975,-0.593242951744352,0.23550589437872146,-0.5717964024042859,0.22697917520355174,-0.5430466578773088,0.21764656574321853,-0.515297272570354,0.208624030436149,-0.4893666650755742,0.20057865357525975,-0.46536789727865807,0.19405115715170002,-0.44337233020992134,0.19015263018876347,-0.4232622553429307,0.19087333186787506,-0.40491584353563564,0.19937300569904112,-0.38832384997620595,0.219871399457581,-0.3736359660021225,0.25546996824507995,-0.361010925229372,0.30326647757946035,-0.3502605803220936,0.3514000699351073,-0.3407824385607611,0.3872554294152904,-0.3319561271180694,0.4073843176596172,-0.32340613969944954,0.4142819132600448,-0.31520686801909037,0.412454306504488,-0.30716003172189416,0.4062936506980881,-0.30015492882360073,0.39756787629328977,-0.29314557624147275,0.3888713182283386,-0.28841910732502113,0.3791142898513791,-0.28504425623770235,0.37009477885927344,-0.2851196915786789,0.3608568199333712,-0.28846304957608293,0.35214737167816895,-0.2952717232611284,0.3439767795991082,-0.3057661840443148,0.3363434924528485,-0.3192768013560985,0.3292444152660851,-0.33494342932850923,0.3226907423941258
0.03125,0.0625,0.5448644086472297,0.8155083356969788,0.2205280249074964,0.8670558251409314,0.05186939800137431,0.7665607896757235,-0.014571877236693365,0.6465185492942814,-0.03914687213139301,0.5497919856681466,-0.04989110740386497,0.4760635613717886,-0.0547291643129676,0.41842557933198843,-0.05767770712274476,0.372285093672832,-0.06397958490370197,0.3344536494796122,-0.09156771012219916,0.30345755532027857,-0.1905508707588011,0.2822267271927514,-0.37693603042907914,0.27609665117809135,-0.5228921556023771,0.2758936446101605,-0.5707065411375107,0.2707982377026005,-0.5658642261455735,0.2613319832627923,-0.5433523864096147,0.2507129490697938,-0.5170457261528865,0.23995657774408363,-0.49183571323273456,0.22993391076639744,-0.4681747201075653,0.22094685541432957,-0.44630442386668584,0.21356997539901987,-0.4262258668505531,0.20881489551201174,-0.4078119881590687,0.20842099404521292,-0.3909484753880228,0.2152115654518084,-0.37564551799296125,0.23296208389421844,-0.36202310803324433,0.26458025712340577,-0.3501745843931356,0.3077437446773363,-0.3399110077331103,0.35204878295059755,-0.33078050803668113,0.3869651316840869,-0.32229927665195357,0.407917918379622,-0.3141690613199666,0.4160620045694622,-0.3063958967860205,0.41553042253195493,-0.2989562137243452,0.4103083037300465,-0.29251942653635243,0.40237271671731245,-0.28682481827419465,0.39375143347801145,-0.2830360040033333,0.3844632589348768,-0.28135877304548085,0.37542310144776864,-0.2826536859915687,0.3665220999780393,-0.28718947428376274,0.3578556692557165,-0.2953088179153532,0.3495701857706088,-0.3067960438820911,0.34175645521194,-0.3210592998699778,0.3344330951453939
0.0625,0,0.3535279241391272,0.8535660602541196,0.06888647998541582,0.9546216748070823,-0.10694615230212683,0.9156282182288822,-0.1718367899032899,0.8021530439729322,-0.18176870604698556,0.6897317047854135,-0.17646200397278697,0.6002624154494226,-0.1669520391806574,0.5293795842414106,-0.15665162071037703,0.47251050914145504,-0.14689650548624453,0.42613350244771114,-0.1383673395781038,0.3876481786016219,-0.13244816708654775,0.3551378892461652,-0.13426534829288292,0.3273142808702745,-0.15886490482387175,0.3037792630356545,-0.23427763104449983,0.2858799821620383,-0.36145335466389494,0.2754178502594096,-0.47300199898080886,0.2693252880109366,-0.5183023341813563,0.2623998800143726,-0.527332255943395,0.25414594341396,-0.5182132524220971,0.24525114340178072,-0.5001718397962467,0.23633531575081096,-0.47985890727037034,0.22804390926803147,-0.46014621593852056,0.22098995021567638,-0.4416573320567393,0.21593742982562156,-0.42427981721708014,0.21410164700996837,-0.4080084173443871,0.217402805287262,-0.39287979192388,0.22853462840103822,-0.37899563598699526,0.25016250058680223,-0.3664699571030205,0.2820295640533438,-0.3553860767122099,0.31979883853832564,-0.3458085354956013,0.35537265450057015,-0.3374114783663052,0.3812371868989996,-0.32961905779043343,0.39531286111703845,-0.322115809796441,0.40005838606451327,-0.31492104877611193,0.39894317608075924,-0.3082471757443473,0.3944151616023413,-0.30236934176642927,0.38815299125225694,-0.29765497810277525,0.3808465974359814,-0.2943754950701376,0.3728717376327158,-0.29295924534259743,0.36477852762969143,-0.293941292550175,0.35689808767059417,-0.2974759698638846,0.3492610167861135
0.0625,0.03125,0.544865906027687,0.8155105679567347,0.2175358171199466,0.9399821080120178,0.01474846445878651,0.8946832565836556,-0.06997585964246901,0.7784042458563257,-0.09609011959898625,0.6677578706659193,-0.10333499971165114,0.5805761106616117,-0.10350529216602146,0.5116596951552121,-0.10090671534669962,0.4563931944239782,-0.09766404446233602,0.41126888866868627,-0.09594308693019273,0.37371911259972906,-0.10241896934680901,0.34201503569428376,-0.13752288535137214,0.3159189513170793,-0.236839005784803,0.2979455056187588,-0.3873833100220263,0.2897810268725836,-0.49830755815348643,0.2849635713953749,-0.5373383331145569,0.27760062416129605,-0.5336560828470348,0.2678291652526706,-0.5175203611555129,0.25751785465367977,-0.4970793793687822,0.2473658743315765,-0.47550375107294884,0.2378605580348288,-0.4548244662481048,0.22951920982599594,-0.4355962632956002,0.22298294963519952,-0.41774114050422045,0.2192940988566953,-0.40116576455914277,0.22022144037325053,-0.3858641089688316,0.22839709623579907,-0.37188992962257805,0.24690738560382933,-0.35933775431345527,0.2771899950829222,-0.34824647675829046,0.31553527986258495,-0.33849969655423956,0.3541368252261094,-0.32982398608500096,0.38433259591294916,-0.32181537021386425,0.40195114035829105,-0.3141574003754585,0.4086408597185831,-0.3068522869840434,0.4081861916971742,-0.3001145906694454,0.4037145502767385,-0.29416873585112197,0.3970727617439425,-0.2895179071738732,0.38937371177718005,-0.2865955355743361,0.3811328919644625,-0.2857294542902019,0.37260278830126303,-0.2874217148605199,0.36415128211658704,-0.2921547509884276,0.3559940516052385,-0.2999291346456537,0.34815458532795096
0,0.09374999999999999,0.46191621396766,0.691350401401325,0.21626467108295572,0.6871252691280275,0.08974130032092348,0.5879218944549134,0.03463907082311921,0.49145197539943614,0.008843956967176804,0.4171225039635492,-0.006505853384612893,0.36036323897120487,-0.01920235877082071,0.315549230516003,-0.04344548950953096,0.27937260742117154,-0.13269501028931122,0.2538526991102167,-0.36063698796263594,0.25162613180524324,-0.5549045740002837,0.26059669052202533,-0.6147965023468153,0.26073060228809875,-0.6047967497987276,0.25185008241269496,-0.5736172987723283,0.24175248104812777,-0.54108120540018,0.2305362927215205,-0.510985319702443,0.21999968244503507,-0.4837383590726289,0.210570730570208,-0.4588964218334485,0.2025858609104986,-0.4361414710729192,0.1969065035879244,-0.41544486596322133,0.19524193326766237,-0.3966641426888178,0.20057722414497423,-0.3797568195095772,0.21724198973101957,-0.36485101495840944,0.2495917415744102,-0.3520986552712257,0.2969695050765748,-0.34130303507845755,0.34885930280328636,-0.33177920792463905,0.3906584360831779,-0.322895386935333,0.4153602413811939,-0.31429390492402237,0.4248349198064782,-0.3058479029851511,0.42417612830022894,-0.29800677471460646,0.4177612268311298,-0.29055204445147315,0.40907717477039185,-0.2846183894822269,0.39886121440752476,-0.27936310893081684,0.389140343105317,-0.2767251758361476,0.37910597037976207,-0.2771470520072883,0.36932217769609504,-0.2814712900230341,0.3600047644700079,-0.28993410581125084,0.35117323272314843,-0.3022837513574004,0.3428453024520561,-0.3179683401836789,0.3350531279040501,-0.33499624882169377,0.3278741856681108,-0.3522506783890363,0.3213098394746456
0.03125,0.09374999999999999,0.6532576988577157,0.6533011493821078,0.3569309369730744,0.7626874103040081,0.16830918640551606,0.6984465033321222,0.07925458487096465,0.5969368443369073,0.037877163202537464,0.5103187758013907,0.014637766521028857,0.4430037188092528,-6.643462394659344E-4,0.38961193436887864,-0.01648683976903615,0.34636811223056013,-0.056580583541260686,0.31184870125295266,-0.18813976929313259,0.2916849203494898,-0.413443987825967,0.29270762973424663,-0.5548703786178995,0.29544226622288033,-0.583409696549798,0.28902168988438115,-0.570807591469595,0.2781110746209816,-0.5423297499606436,0.265690648685356,-0.5133925975427025,0.25312217062918985,-0.4865617978056296,0.241720468366912,-0.4618898369277452,0.2313813640625179,-0.43919875343400216,0.22251342492764672,-0.4184837197752222,0.21594691531057986,-0.3995765861846429,0.2131981329627648,-0.38233052049558597,0.2168375955355052,-0.36671257181237477,0.23070297446040147,-0.3528298737476253,0.2587345100941151,-0.3408084124012114,0.30103392960264014,-0.3305032248213735,0.3489586209862071,-0.3213757001395027,0.3889538213706871,-0.3129274332891986,0.4143358784590041,-0.3048314414154743,0.42539620499984293,-0.2970342748802655,0.4262204128198847,-0.28979607357341697,0.4211276643220685,-0.2831401032570567,0.4132725915231384,-0.2778847692555392,0.403825047440499,-0.27409119435744356,0.394129772431655,-0.2727766102105947,0.3843777789553762,-0.27485912319177375,0.37477536829830954,-0.28070618148916654,0.365494645163132,-0.29032969432909306,0.35660093497155537,-0.30362157813615237,0.3481907145223094,-0.31934924872772746,0.3403424056406898,-0.3364823465183982,0.33308364942299495
