X,Y,T,U,V
0.2812499999999998,0.8749999999999987,0.0,-0.6913504303425361,-0.4619162134885062
0.09375,0.3124999999999998,0.0,0.1083897292233242,-0.1622169238341929
0.8124999999999992,0.4999999999999999,0.0,-0.3535406509519177,0.1464435157428494
0.2812499999999999,0.3749999999999998,0.0,-0.6913504013970064,-0.4619162139677291
0.4062499999999999,0.3124999999999999,0.0,-0.8155036840666214,-0.1621926808007323
0.8749999999999988,0.6562499999999999,0.0,-0.0380605083304072,-0.1913371350878891
0.5624999999999998,0.2812499999999999,0.0,0.162216921021655,-0.1083895601197364
0.5937499999999996,0.4062499999999998,0.0,-3.721497838568035e-06,0.3826912317660125
0.21875,0.0937499999999999,0.0,0.6532668697680774,-0.2705844721556193
0.3437499999999999,0.2499999999999999,0.0,-0.4619567941640045,-0.6913232880507579
0.2499999999999999,0.5937499999999993,0.0,0.4619259509728036,-0.3086464484567007
0.28125,0.0937499999999999,0.0,0.2705883686434201,-0.2705881914420895
0.4999999999999998,0.2812499999999999,0.0,-0.1913465901890339,0.0380619757398806
0.5937499999999996,0.5312499999999998,0.0,0.6532577065727706,0.6533011434601006
0.7499999999999996,0.3437499999999999,0.0,-0.4619604084732595,-0.6913286739375589
0.6874999999999991,0.7187499999999996,0.0,0.5448915281463761,-0.8154999599971169
0.1562499999999999,0.4687499999999995,0.0,0.2705934816877278,0.2706009192575966
0.25,0.0,0.0,3.464184020145649e-05,5.402324731453285e-07
0.3125,0.03125,0.0,-0.1621994664863945,0.1083825979658206
0.03125,0.2812499999999998,0.0,5.745187759864739e-06,-9.480036862716457e-08
0.2812499999999999,0.6874999999999991,0.0,0.1621949126047678,-0.8154797249259725
1.0,0.625,0.0,0.4999510534132866,0.5000106009924373
0.0625,0.7187499999999988,0.0,0.5449091366884735,-0.1083826914120628
0.6874999999999989,0.8749999999999994,0.0,-0.146452540064989,-0.3535549088739
0.4375,0.03125,0.0,-0.1622160858475971,0.8154744212197788
0.3124999999999999,0.5937499999999993,0.0,0.1083820554027945,-0.1622056874887859
0.4062499999999998,0.5312499999999996,0.0,-0.2705971994921256,0.653261430554246
0.2499999999999998,0.9687499999999984,0.0,-0.191343341342169,-0.0380581591337348
0.5624999999999994,0.7187499999999994,0.0,0.5449081502007904,-0.108382674811461
0.5624999999999998,0.2187499999999999,0.0,0.5449081503553083,-0.1083826748090759
0.0312499999999999,0.8124999999999984,0.0,-0.1622108871042039,0.1083899178318977
0.0625,0.1874999999999999,0.0,0.7071182649224703,1.2712745105492112e-05
0.5312499999999993,0.9687499999999988,0.0,-2.747205318098474e-05,0.9238857109868762
0.2187499999999999,0.2812499999999999,0.0,-2.172648954932862e-05,-0.9238856218387131
0.843749999999999,0.5937499999999999,0.0,-7.340847362476343e-09,8.934558922299279e-09
0.8749999999999983,0.7812499999999998,0.0,-0.6913558203432291,-0.4619198293492219
0.1249999999999999,0.7187499999999989,0.0,0.6913558245220082,-0.4619433343677053
0.8124999999999998,0.125,0.0,0.1464398148394344,-0.353542178852047
0.2812499999999999,0.3437499999999998,0.0,-0.6533011493776759,-0.6532576988577858
0.7812499999999996,0.2812499999999999,0.0,-0.3827129480474665,-0.9238638985801704
0.4687499999999999,0.1874999999999999,0.0,0.1622115341481495,0.1083878960775741
0.8437499999999998,0.125,0.0,0.038058277036308,-0.1913356371357124
0.3437499999999997,0.9374999999999988,0.0,-0.8154753176929534,0.1622220428924351
0.2187499999999999,1.0,0.0,0.1913035741607457,0.0380610086540232
0.9687499999999988,0.5937499999999998,0.0,0.2705732574289834,0.653279329492149
0.8749999999999993,0.375,0.0,-0.999996877149008,2.5447736819896365e-05
