0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.474602073431015015e-01,2.032506167888641357e-01,3.050349093973636627e-02,2.903809547424316406e-01,6.570577621459960938e-02
1.000000000000000000e+02,1.261891424655914307e-01,1.136869415640830994e-01,8.142904937267303467e-02,2.189987748861312866e-01,9.064178168773651123e-02
2.000000000000000000e+02,1.239646151661872864e-01,1.104639321565628052e-01,8.079200983047485352e-02,2.160736769437789917e-01,8.852884173393249512e-02
3.000000000000000000e+02,1.213066950440406799e-01,1.061875000596046448e-01,7.969444245100021362e-02,2.135822921991348267e-01,8.576253056526184082e-02
4.000000000000000000e+02,1.192708313465118408e-01,1.042690649628639221e-01,7.828050851821899414e-02,2.120449095964431763e-01,8.248884975910186768e-02
5.000000000000000000e+02,1.193423643708229065e-01,1.069161295890808105e-01,7.762648910284042358e-02,2.115689665079116821e-01,8.125784993171691895e-02
6.000000000000000000e+02,1.200108826160430908e-01,1.104857474565505981e-01,7.738427817821502686e-02,2.112293243408203125e-01,8.094418793916702271e-02
7.000000000000000000e+02,1.203604191541671753e-01,1.126667186617851257e-01,7.725983858108520508e-02,2.109007239341735840e-01,8.061438798904418945e-02
8.000000000000000000e+02,1.202680841088294983e-01,1.129998043179512024e-01,7.716811448335647583e-02,2.105592340230941772e-01,8.034518361091613770e-02
9.000000000000000000e+02,1.197524890303611755e-01,1.116269379854202271e-01,7.705612480640411377e-02,2.101560831069946289e-01,8.017081022262573242e-02
1.000000000000000000e+03,1.184340193867683411e-01,1.077872440218925476e-01,7.679095119237899780e-02,2.092624902725219727e-01,7.989541441202163696e-02
1.100000000000000000e+03,1.082540526986122131e-01,9.474825114011764526e-02,7.144344598054885864e-02,1.888758242130279541e-01,7.794868946075439453e-02
1.200000000000000000e+03,7.787214964628219604e-02,6.192287430167198181e-02,5.603706464171409607e-02,1.368575543165206909e-01,5.667112395167350769e-02
1.300000000000000000e+03,6.466931104660034180e-02,4.933716356754302979e-02,4.490803554654121399e-02,1.185851246118545532e-01,4.584692418575286865e-02
1.400000000000000000e+03,6.380972266197204590e-02,4.881412535905838013e-02,4.412528872489929199e-02,1.170591861009597778e-01,4.524028673768043518e-02
1.500000000000000000e+03,6.303396821022033691e-02,4.822887852787971497e-02,4.357547685503959656e-02,1.156827881932258606e-01,4.464875161647796631e-02
1.600000000000000000e+03,6.239077076315879822e-02,4.819061979651451111e-02,4.315949976444244385e-02,1.141844242811203003e-01,4.402853921055793762e-02
1.700000000000000000e+03,6.191814690828323364e-02,4.835693538188934326e-02,4.293184727430343628e-02,1.128564551472663879e-01,4.352734610438346863e-02
1.800000000000000000e+03,6.162604689598083496e-02,4.823790118098258972e-02,4.260589927434921265e-02,1.119218319654464722e-01,4.373856633901596069e-02
1.900000000000000000e+03,6.112410128116607666e-02,4.823823645710945129e-02,4.244907945394515991e-02,1.112822443246841431e-01,4.252683371305465698e-02
2.000000000000000000e+03,6.079315021634101868e-02,4.821251705288887024e-02,4.218945652246475220e-02,1.106762364506721497e-01,4.209439456462860107e-02
2.100000000000000000e+03,6.041188165545463562e-02,4.810370877385139465e-02,4.185985401272773743e-02,1.099533140659332275e-01,4.173065721988677979e-02
