0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.702113330364227295e-01,3.549588918685913086e-01,3.900593817234039307e-01,6.455560922622680664e-01,9.027101844549179077e-02
1.000000000000000000e+02,2.467904984951019287e-01,2.542629837989807129e-01,1.698358356952667236e-01,4.954100549221038818e-01,6.765314191579818726e-02
2.000000000000000000e+02,2.485144138336181641e-01,2.542771995067596436e-01,1.689866781234741211e-01,4.952372908592224121e-01,7.555650919675827026e-02
3.000000000000000000e+02,2.619293928146362305e-01,2.539263665676116943e-01,1.621692031621932983e-01,4.916529953479766846e-01,1.399689316749572754e-01
4.000000000000000000e+02,2.673014402389526367e-01,2.505571842193603516e-01,1.609163135290145874e-01,4.892498850822448730e-01,1.684823930263519287e-01
5.000000000000000000e+02,2.664534747600555420e-01,2.483150660991668701e-01,1.609400361776351929e-01,4.882998466491699219e-01,1.682589650154113770e-01
6.000000000000000000e+02,2.655082345008850098e-01,2.454205751419067383e-01,1.611724048852920532e-01,4.874501824378967285e-01,1.679897904396057129e-01
7.000000000000000000e+02,2.646013200283050537e-01,2.426072955131530762e-01,1.614088565111160278e-01,4.867290854454040527e-01,1.676600873470306396e-01
8.000000000000000000e+02,2.637691497802734375e-01,2.401371896266937256e-01,1.614926606416702271e-01,4.857621192932128906e-01,1.676846742630004883e-01
9.000000000000000000e+02,2.629108726978302002e-01,2.381912171840667725e-01,1.614158004522323608e-01,4.841181039810180664e-01,1.679183542728424072e-01
1.000000000000000000e+03,2.619664967060089111e-01,2.367998510599136353e-01,1.610133200883865356e-01,4.817887544631958008e-01,1.682640761137008667e-01
1.100000000000000000e+03,2.596918642520904541e-01,2.321396768093109131e-01,1.603430807590484619e-01,4.787964224815368652e-01,1.674882918596267700e-01
1.200000000000000000e+03,2.429043948650360107e-01,2.160230726003646851e-01,1.535772830247879028e-01,4.499729275703430176e-01,1.520442962646484375e-01
